date,Wellfargo_OT,BAC_OT,Citi_OT,OT
1988-07-01,1.9375,6.125,22.6175,66.971497
1988-07-05,1.96875,6.28125,23.13625,66.971497
1988-07-06,1.9375,6.21875,22.6175,68.456001
1988-07-07,1.921875,6.0625,22.41,67.631302
1988-07-08,1.90625,6.0,21.995001,67.631302
1988-07-11,1.929688,6.0,22.098749,67.631302
1988-07-12,1.921875,5.875,21.58,68.456001
1988-07-13,1.921875,5.84375,21.58,69.610703
1988-07-14,1.953125,5.875,21.68375,68.786003
1988-07-15,1.960938,5.90625,21.7875,68.126099
1988-07-18,1.9375,5.875,21.47625,68.456001
1988-07-19,1.984375,5.84375,21.268749,68.950897
1988-07-20,1.992188,5.9375,21.47625,68.950897
1988-07-21,1.984375,5.9375,21.268749,69.775703
1988-07-22,1.976563,5.84375,20.64625,68.950897
1988-07-25,1.984375,5.8125,20.5425,68.456001
1988-07-26,1.960938,5.78125,20.75,68.456001
1988-07-27,1.9375,5.71875,20.438749,67.631302
1988-07-28,1.992188,5.78125,20.438749,66.476601
1988-07-29,2.015625,5.84375,20.438749,66.806503
1988-08-01,2.046875,6.25,21.061251,66.146698
1988-08-02,2.015625,6.96875,21.268749,65.651802
1988-08-03,2.0625,6.96875,21.995001,65.981697
1988-08-04,2.15625,6.96875,21.7875,66.806503
1988-08-05,2.1875,7.21875,21.68375,67.961197
1988-08-08,2.179688,6.96875,22.41,68.456001
1988-08-09,2.09375,6.9375,22.825001,67.631302
1988-08-10,2.03125,6.875,22.41,67.136398
1988-08-11,2.054688,7.0,22.202499,66.476601
1988-08-12,2.054688,6.9375,23.24,66.476601
1988-08-15,2.015625,6.84375,22.098749,65.4869
1988-08-16,2.039063,6.90625,22.30625,66.476601
1988-08-17,2.054688,6.875,23.24,67.301399
1988-08-18,2.054688,6.9375,23.24,67.466301
1988-08-19,2.070313,6.90625,23.4475,68.126099
1988-08-22,2.054688,6.8125,23.4475,67.631302
1988-08-23,2.0625,6.75,22.928749,66.806503
1988-08-24,2.09375,6.75,23.24,67.136398
1988-08-25,2.085938,6.71875,23.032499,66.146698
1988-08-26,2.09375,6.6875,25.00375,65.156998
1988-08-29,2.125,6.6875,24.485001,65.156998
1988-08-30,2.132813,6.625,24.07,65.156998
1988-08-31,2.117188,6.6875,24.07,65.816803
1988-09-01,2.078125,6.6875,23.34375,64.497101
1988-09-02,2.125,7.03125,23.966249,65.4869
1988-09-06,2.140625,7.0,23.966249,65.321899
1988-09-07,2.125,6.96875,23.758751,65.321899
1988-09-08,2.148438,7.03125,23.862499,64.662102
1988-09-09,2.164063,6.9375,23.55125,64.662102
1988-09-12,2.171875,7.0,23.655001,64.991997
1988-09-13,2.179688,7.0,23.655001,64.991997
1988-09-14,2.203125,7.09375,23.55125,65.156998
1988-09-15,2.195313,7.0,23.4475,65.156998
1988-09-16,2.1875,7.0625,23.24,64.662102
1988-09-19,2.1875,7.0625,23.34375,64.991997
1988-09-20,2.179688,7.125,23.4475,65.816803
1988-09-21,2.148438,7.0625,23.758751,65.4869
1988-09-22,2.070313,7.0,23.966249,64.991997
1988-09-23,2.078125,6.96875,24.07,65.4869
1988-09-26,2.09375,7.0,23.862499,65.321899
1988-09-27,2.101563,7.0625,23.55125,66.476601
1988-09-28,2.125,7.0625,23.758751,67.796204
1988-09-29,2.078125,7.1875,24.17375,69.115898
1988-09-30,2.109375,7.03125,24.07,69.115898
1988-10-03,2.09375,7.0,23.655001,68.456001
1988-10-04,2.117188,7.03125,23.34375,68.2911
1988-10-05,2.15625,7.09375,23.4475,68.621002
1988-10-06,2.140625,7.0625,23.4475,69.115898
1988-10-07,2.148438,7.09375,23.966249,69.610703
1988-10-10,2.117188,7.09375,24.07,69.940598
1988-10-11,2.125,7.125,23.966249,69.940598
1988-10-12,2.046875,7.09375,23.966249,68.786003
1988-10-13,2.054688,7.125,23.655001,69.610703
1988-10-14,2.0625,7.125,23.4475,70.105598
1988-10-17,2.054688,7.15625,23.4475,70.435501
1988-10-18,2.039063,7.21875,23.4475,69.610703
1988-10-19,2.023438,7.15625,23.24,69.775703
1988-10-20,2.023438,7.1875,23.758751,70.765404
1988-10-21,2.015625,7.1875,23.966249,70.765404
1988-10-24,2.0,7.125,23.758751,70.435501
1988-10-25,2.015625,7.125,24.07,68.786003
1988-10-26,2.03125,7.125,24.07,68.621002
1988-10-27,2.0,7.0625,23.758751,68.126099
1988-10-28,2.015625,7.09375,24.07,68.126099
1988-10-31,2.007813,7.125,24.07,67.961197
1988-11-01,2.070313,7.125,24.07,67.631302
1988-11-02,2.039063,7.15625,24.17375,67.466301
1988-11-03,2.03125,7.125,24.17375,67.466301
1988-11-04,2.03125,7.125,24.07,67.466301
1988-11-07,2.015625,6.875,24.17375,66.641502
1988-11-08,2.023438,6.875,24.17375,67.301399
1988-11-09,2.023438,6.78125,24.07,66.641502
1988-11-10,2.046875,6.78125,24.07,66.641502
1988-11-11,2.0,6.5625,23.34375,66.146698
1988-11-14,2.007813,6.59375,23.13625,66.971497
1988-11-15,2.015625,6.5625,22.928749,67.466301
1988-11-16,1.992188,6.5,22.41,67.961197
1988-11-17,1.96875,6.5625,21.995001,68.456001
1988-11-18,1.992188,6.625,22.41,68.456001
1988-11-21,2.0,6.5625,22.202499,68.456001
1988-11-22,1.992188,6.625,22.098749,68.786003
1988-11-23,2.0,6.6875,23.032499,69.445801
1988-11-25,2.007813,6.65625,22.928749,67.961197
1988-11-28,2.007813,6.59375,23.13625,68.126099
1988-11-29,2.007813,6.59375,23.4475,68.950897
1988-11-30,2.023438,6.71875,23.758751,69.445801
1988-12-01,2.0,6.71875,23.55125,68.456001
1988-12-02,1.992188,6.71875,23.24,67.796204
1988-12-05,1.992188,6.71875,23.032499,67.301399
1988-12-06,2.0,6.96875,23.55125,67.466301
1988-12-07,2.023438,7.0625,23.758751,67.136398
1988-12-08,2.054688,7.03125,23.55125,66.806503
1988-12-09,2.0625,6.96875,23.655001,66.476601
1988-12-12,2.0625,7.03125,23.655001,66.3116
1988-12-13,2.070313,7.0625,23.032499,66.641502
1988-12-14,2.039063,7.0625,23.032499,67.466301
1988-12-15,2.015625,6.84375,23.24,68.456001
1988-12-16,2.023438,7.09375,18.15625,69.2808
1988-12-19,2.046875,6.96875,18.26,68.786003
1988-12-20,1.992188,6.875,18.467501,69.115898
1988-12-21,1.960938,6.84375,18.26,68.621002
1988-12-22,1.976563,6.84375,18.0525,67.631302
1988-12-23,1.992188,6.71875,18.26,67.796204
1988-12-27,2.0,6.75,18.26,67.796204
1988-12-28,1.992188,6.6875,18.26,67.631302
1988-12-29,2.0,6.8125,18.15625,67.301399
1988-12-30,2.007813,6.8125,18.0525,66.971497
1989-01-03,2.0,6.8125,17.43,66.641502
1989-01-04,2.03125,6.8125,17.94875,66.971497
1989-01-05,2.03125,6.84375,17.741249,67.301399
1989-01-06,2.046875,6.8125,17.844999,67.631302
1989-01-09,2.054688,7.15625,18.26,67.961197
1989-01-10,2.054688,7.15625,18.36375,68.950897
1989-01-11,2.039063,7.125,18.571251,68.786003
1989-01-12,2.054688,7.15625,18.674999,69.610703
1989-01-13,2.078125,7.125,18.674999,70.600502
1989-01-16,2.070313,7.09375,18.467501,70.600502
1989-01-17,2.085938,7.03125,18.15625,70.435501
1989-01-18,2.09375,7.0625,18.26,71.590202
1989-01-19,2.15625,7.0625,18.571251,72.084999
1989-01-20,2.15625,7.125,18.571251,72.25
1989-01-23,2.15625,7.03125,18.26,72.084999
1989-01-24,2.171875,7.125,18.8825,71.755096
1989-01-25,2.203125,7.375,18.571251,72.414902
1989-01-26,2.203125,7.46875,18.674999,73.404701
1989-01-27,2.210938,7.4375,19.504999,76.703796
1989-01-30,2.21875,7.46875,19.81625,77.363602
1989-01-31,2.25,7.5,19.504999,77.858398
1989-02-01,2.265625,7.46875,19.401251,76.538803
1989-02-02,2.242188,7.46875,19.297501,75.713997
1989-02-03,2.234375,7.65625,19.608749,76.0439
1989-02-06,2.242188,7.65625,19.401251,75.384102
1989-02-07,2.25,8.0625,19.7125,76.538803
1989-02-08,2.25,8.0,20.127501,79.837898
1989-02-09,2.25,7.96875,20.334999,79.0131
1989-02-10,2.25,7.90625,19.81625,78.1884
1989-02-13,2.257813,7.84375,19.7125,76.538803
1989-02-14,2.234375,7.90625,19.7125,76.538803
1989-02-15,2.242188,8.0,19.81625,76.373901
1989-02-16,2.226563,8.15625,19.81625,75.384102
1989-02-17,2.25,8.34375,19.92,75.2192
1989-02-21,2.234375,8.15625,19.7125,75.713997
1989-02-22,2.210938,8.0625,18.98625,74.559402
1989-02-23,2.210938,8.0625,19.401251,73.2397
1989-02-24,2.21875,8.03125,18.98625,73.2397
1989-02-27,2.195313,8.125,18.778749,72.414902
1989-02-28,2.210938,8.28125,18.26,73.2397
1989-03-01,2.203125,8.15625,18.26,74.229401
1989-03-02,2.234375,8.28125,18.467501,74.394402
1989-03-03,2.21875,8.65625,18.26,74.559402
1989-03-06,2.265625,8.5625,18.571251,74.559402
1989-03-07,2.226563,8.5,18.778749,74.889297
1989-03-08,2.21875,8.5,18.467501,75.054199
1989-03-09,2.25,8.5,18.36375,74.559402
1989-03-10,2.25,8.5,18.26,74.889297
1989-03-13,2.257813,8.59375,18.467501,72.909798
1989-03-14,2.242188,8.59375,18.467501,74.064499
1989-03-15,2.242188,8.6875,18.36375,72.909798
1989-03-16,2.265625,9.15625,18.674999,72.579903
1989-03-17,2.242188,9.0,18.36375,71.2603
1989-03-20,2.25,8.96875,18.26,70.930397
1989-03-21,2.28125,9.0,18.15625,71.590202
1989-03-22,2.28125,9.03125,18.0525,70.765404
1989-03-23,2.28125,8.875,17.741249,71.2603
1989-03-27,2.328125,8.84375,17.741249,71.2603
1989-03-28,2.3125,8.84375,17.637501,71.920097
1989-03-29,2.296875,9.0625,17.741249,72.084999
1989-03-30,2.28125,9.0625,17.741249,72.579903
1989-03-31,2.296875,8.875,17.94875,73.404701
1989-04-03,2.304688,8.9375,17.533751,72.579903
1989-04-04,2.296875,8.71875,18.0525,73.2397
1989-04-05,2.296875,8.5625,18.0525,73.2397
1989-04-06,2.296875,8.5625,18.15625,72.579903
1989-04-07,2.3125,8.46875,18.15625,72.084999
1989-04-10,2.335938,8.40625,17.637501,71.2603
1989-04-11,2.351563,8.625,17.533751,71.2603
1989-04-12,2.304688,8.75,17.43,70.2705
1989-04-13,2.265625,8.59375,17.43,71.095299
1989-04-14,2.28125,8.6875,17.43,71.590202
1989-04-17,2.304688,8.71875,17.43,71.2603
1989-04-18,2.34375,8.875,17.741249,71.425201
1989-04-19,2.359375,9.0,17.741249,73.2397
1989-04-20,2.34375,8.9375,17.637501,72.084999
1989-04-21,2.390625,9.03125,17.43,71.755096
1989-04-24,2.382813,9.09375,17.533751,71.425201
1989-04-25,2.34375,9.1875,17.32625,72.579903
1989-04-26,2.375,9.03125,17.32625,73.2397
1989-04-27,2.367188,9.125,17.533751,73.734596
1989-04-28,2.375,9.09375,17.32625,74.559402
1989-05-01,2.351563,9.15625,17.533751,74.559402
1989-05-02,2.320313,9.21875,17.533751,74.064499
1989-05-03,2.296875,9.71875,17.43,73.734596
1989-05-04,2.296875,10.0,17.014999,74.229401
1989-05-05,2.28125,10.125,17.32625,74.559402
1989-05-08,2.289063,9.96875,17.32625,74.229401
1989-05-09,2.289063,9.84375,17.014999,75.384102
1989-05-10,2.28125,9.96875,17.11875,76.538803
1989-05-11,2.273438,9.9375,17.32625,77.033699
1989-05-12,2.304688,10.0,17.533751,78.518303
1989-05-15,2.359375,10.1875,17.637501,79.508003
1989-05-16,2.34375,10.125,17.637501,78.353302
1989-05-17,2.351563,10.1875,17.533751,79.0131
1989-05-18,2.398438,10.21875,17.43,78.848198
1989-05-19,2.421875,10.34375,17.637501,79.837898
1989-05-22,2.4375,10.46875,18.0525,78.683197
1989-05-23,2.398438,10.4375,18.467501,77.033699
1989-05-24,2.453125,10.5,18.36375,76.0439
1989-05-25,2.429688,10.96875,18.467501,75.384102
1989-05-26,2.445313,11.1875,18.36375,74.724297
1989-05-30,2.40625,11.125,18.36375,73.734596
1989-05-31,2.421875,11.71875,18.674999,73.404701
1989-06-01,2.46875,11.75,18.8825,73.404701
1989-06-02,2.507813,11.6875,19.297501,72.579903
1989-06-05,2.507813,11.5625,19.297501,72.414902
1989-06-06,2.523438,11.40625,19.504999,73.734596
1989-06-07,2.570313,11.5,19.608749,74.064499
1989-06-08,2.59375,11.75,20.127501,74.724297
1989-06-09,2.601563,11.65625,20.02375,75.384102
1989-06-12,2.601563,11.65625,19.92,74.559402
1989-06-13,2.59375,11.59375,19.81625,73.899498
1989-06-14,2.617188,11.46875,19.401251,72.909798
1989-06-15,2.609375,11.46875,19.608749,72.084999
1989-06-16,2.648438,11.5625,19.504999,72.579903
1989-06-19,2.648438,11.65625,19.401251,73.074799
1989-06-20,2.65625,11.875,19.401251,75.384102
1989-06-21,2.648438,11.875,19.19375,76.0439
1989-06-22,2.71875,11.9375,19.297501,75.878998
1989-06-23,2.78125,12.03125,19.608749,75.054199
1989-06-26,2.84375,12.03125,19.504999,74.724297
1989-06-27,2.8125,12.0,19.504999,75.713997
1989-06-28,2.703125,11.875,19.19375,76.2089
1989-06-29,2.625,11.625,18.467501,74.724297
1989-06-30,2.632813,11.3125,18.467501,73.404701
1989-07-03,2.625,11.40625,18.674999,74.064499
1989-07-05,2.671875,11.8125,18.467501,74.229401
1989-07-06,2.703125,12.0,18.571251,73.899498
1989-07-07,2.703125,12.0625,18.8825,75.384102
1989-07-10,2.71875,12.1875,19.401251,77.363602
1989-07-11,2.703125,12.09375,19.608749,79.178101
1989-07-12,2.71875,12.03125,20.127501,78.1884
1989-07-13,2.6875,12.21875,19.92,77.198601
1989-07-14,2.726563,12.3125,19.81625,77.693497
1989-07-17,2.671875,12.375,20.334999,79.0131
1989-07-18,2.640625,12.5625,19.81625,79.0131
1989-07-19,2.648438,12.6875,20.5425,79.343002
1989-07-20,2.648438,12.875,20.438749,79.343002
1989-07-21,2.671875,12.9375,20.438749,79.837898
1989-07-24,2.640625,12.875,20.5425,78.848198
1989-07-25,2.640625,12.875,21.268749,78.683197
1989-07-26,2.65625,13.0,21.47625,78.848198
1989-07-27,2.671875,13.09375,22.6175,79.672897
1989-07-28,2.640625,13.25,22.51375,83.9618
1989-07-31,2.65625,13.375,22.41,84.9515
1989-08-01,2.671875,13.5625,22.928749,84.456596
1989-08-02,2.703125,13.625,23.032499,83.301903
1989-08-03,2.703125,13.53125,22.51375,83.301903
1989-08-04,2.703125,13.59375,22.6175,84.126701
1989-08-07,2.8125,13.71875,22.928749,84.621597
1989-08-08,2.828125,13.59375,23.24,85.446297
1989-08-09,2.78125,13.53125,22.825001,86.106201
1989-08-10,2.8125,13.53125,23.24,86.271103
1989-08-11,2.71875,13.46875,22.825001,86.106201
1989-08-14,2.734375,13.1875,21.891251,84.291702
1989-08-15,2.734375,13.0,22.41,84.456596
1989-08-16,2.75,13.25,22.825001,85.281403
1989-08-17,2.703125,13.40625,22.721251,85.9412
1989-08-18,2.703125,13.40625,22.928749,86.271103
1989-08-21,2.65625,13.1875,22.30625,86.436096
1989-08-22,2.671875,12.9375,22.51375,86.436096
1989-08-23,2.609375,12.9375,22.6175,88.085602
1989-08-24,2.734375,13.21875,22.51375,91.384697
1989-08-25,2.75,13.25,22.30625,91.7146
1989-08-28,2.8125,13.09375,22.41,91.7146
1989-08-29,2.78125,13.25,21.995001,89.900101
1989-08-30,2.765625,13.125,22.6175,89.405296
1989-08-31,2.78125,13.03125,22.6175,89.075302
1989-09-01,2.8125,13.09375,22.825001,89.405296
1989-09-05,2.8125,13.09375,22.41,89.075302
1989-09-06,2.765625,13.03125,22.202499,88.580498
1989-09-07,2.71875,12.75,22.098749,89.240303
1989-09-08,2.796875,12.9375,22.41,89.735199
1989-09-11,2.796875,12.8125,22.30625,89.240303
1989-09-12,2.796875,12.8125,22.825001,89.405296
1989-09-13,2.78125,12.4375,22.721251,89.075302
1989-09-14,2.78125,12.625,22.202499,88.9104
1989-09-15,2.78125,12.75,22.202499,87.425797
1989-09-18,2.8125,12.84375,22.30625,87.755699
1989-09-19,2.796875,12.6875,22.30625,87.755699
1989-09-20,2.84375,12.84375,22.202499,88.085602
1989-09-21,2.8125,12.96875,22.51375,88.745399
1989-09-22,2.828125,13.03125,22.825001,89.405296
1989-09-25,2.828125,12.9375,22.51375,89.240303
1989-09-26,2.828125,12.625,22.51375,89.075302
1989-09-27,2.828125,12.90625,23.24,89.240303
1989-09-28,2.859375,13.125,23.34375,87.9207
1989-09-29,2.875,13.125,23.13625,86.930901
1989-10-02,2.984375,13.0625,23.032499,85.116402
1989-10-03,2.953125,13.09375,23.655001,86.106201
1989-10-04,2.875,13.0625,24.07,85.281403
1989-10-05,2.921875,12.8125,24.692499,84.291702
1989-10-06,2.890625,12.84375,24.485001,83.796799
1989-10-09,2.921875,12.8125,24.2775,83.137001
1989-10-10,2.984375,12.78125,24.588751,82.477203
1989-10-11,2.921875,12.75,24.38125,82.477203
1989-10-12,2.875,12.625,24.38125,83.301903
1989-10-13,2.8125,11.875,21.68375,81.487396
1989-10-16,2.8125,12.75,23.032499,79.672897
1989-10-17,2.859375,12.46875,23.4475,78.353302
1989-10-18,2.828125,12.40625,23.966249,77.858398
1989-10-19,2.84375,12.625,24.692499,78.1884
1989-10-20,2.84375,12.65625,24.588751,78.353302
1989-10-23,2.78125,12.75,23.862499,78.023399
1989-10-24,2.75,12.4375,23.4475,76.538803
1989-10-25,2.8125,12.375,23.862499,76.703796
1989-10-26,2.8125,12.125,23.758751,75.549103
1989-10-27,2.75,11.5625,22.825001,73.899498
1989-10-30,2.71875,11.71875,23.4475,74.889297
1989-10-31,2.71875,11.8125,23.862499,76.373901
1989-11-01,2.71875,11.65625,23.4475,76.538803
1989-11-02,2.65625,11.5,23.55125,76.703796
1989-11-03,2.65625,11.46875,23.655001,78.848198
1989-11-06,2.65625,11.15625,23.34375,78.353302
1989-11-07,2.65625,11.375,23.032499,78.1884
1989-11-08,2.671875,11.78125,22.928749,77.858398
1989-11-09,2.59375,11.84375,22.721251,81.9823
1989-11-10,2.59375,12.1875,23.032499,85.281403
1989-11-13,2.65625,12.5,23.24,84.9515
1989-11-14,2.640625,12.3125,23.13625,84.786499
1989-11-15,2.6875,12.28125,23.032499,84.786499
1989-11-16,2.65625,12.21875,22.928749,85.611298
1989-11-17,2.609375,12.15625,23.032499,86.930901
1989-11-20,2.609375,11.875,22.928749,84.621597
1989-11-21,2.625,11.78125,23.13625,84.456596
1989-11-22,2.671875,11.71875,23.24,84.291702
1989-11-24,2.625,11.75,23.655001,86.600998
1989-11-27,2.625,11.90625,24.17375,86.436096
1989-11-28,2.640625,12.0,24.17375,87.425797
1989-11-29,2.6875,11.9375,23.862499,89.735199
1989-11-30,2.703125,11.71875,24.17375,89.405296
1989-12-01,2.796875,11.59375,24.588751,90.230003
1989-12-04,2.78125,11.4375,24.692499,90.889801
1989-12-05,2.75,11.21875,24.485001,90.394997
1989-12-06,2.609375,10.59375,23.758751,90.559898
1989-12-07,2.65625,10.90625,23.4475,90.065102
1989-12-08,2.640625,10.96875,24.07,89.405296
1989-12-11,2.65625,10.75,24.17375,89.735199
1989-12-12,2.671875,11.0,24.38125,91.054802
1989-12-13,2.5625,11.0,24.17375,92.869301
1989-12-14,2.46875,11.0,24.485001,92.209503
1989-12-15,2.40625,11.03125,24.17375,92.209503
1989-12-18,2.375,10.71875,22.928749,92.044502
1989-12-19,2.40625,10.40625,22.51375,90.559898
1989-12-20,2.5,10.75,22.51375,90.724899
1989-12-21,2.59375,10.875,22.30625,91.549698
1989-12-22,2.640625,11.09375,22.51375,92.044502
1989-12-26,2.734375,11.375,22.51375,92.044502
1989-12-27,2.796875,11.53125,22.825001,93.529099
1989-12-28,2.859375,11.625,22.928749,93.034302
1989-12-29,2.8125,11.5625,23.655001,94.188904
1990-01-02,2.828125,11.65625,24.38125,94.353897
1990-01-03,2.703125,11.75,24.692499,95.508598
1990-01-04,2.671875,11.5,24.38125,94.848801
1990-01-05,2.59375,11.25,24.588751,95.508598
1990-01-08,2.671875,11.3125,24.796249,95.508598
1990-01-09,2.59375,11.3125,24.485001,95.508598
1990-01-10,2.625,11.09375,24.2775,93.859001
1990-01-11,2.625,11.0,24.485001,93.694099
1990-01-12,2.578125,10.6875,23.24,92.209503
1990-01-15,2.5625,10.375,23.13625,91.384697
1990-01-16,2.59375,10.75,23.032499,91.054802
1990-01-17,2.640625,10.8125,23.655001,92.374397
1990-01-18,2.640625,10.65625,23.966249,92.044502
1990-01-19,2.640625,11.0625,23.966249,91.549698
1990-01-22,2.578125,10.875,22.928749,90.559898
1990-01-23,2.578125,11.09375,22.202499,90.724899
1990-01-24,2.546875,10.96875,22.41,91.054802
1990-01-25,2.5625,10.9375,21.58,89.900101
1990-01-26,2.609375,10.75,21.7875,91.384697
1990-01-29,2.578125,10.625,21.68375,92.209503
1990-01-30,2.515625,10.21875,20.85375,93.529099
1990-01-31,2.59375,10.5,21.68375,95.013702
1990-02-01,2.546875,10.34375,21.7875,96.6633
1990-02-02,2.546875,10.71875,22.41,96.6633
1990-02-05,2.46875,10.5,22.30625,96.003403
1990-02-06,2.359375,10.375,21.58,94.188904
1990-02-07,2.375,10.5625,22.41,93.199203
1990-02-08,2.375,10.4375,22.202499,93.364197
1990-02-09,2.421875,10.53125,22.30625,93.199203
1990-02-12,2.359375,10.53125,21.7875,91.549698
1990-02-13,2.375,10.5,21.47625,91.384697
1990-02-14,2.375,10.65625,21.47625,90.724899
1990-02-15,2.46875,10.9375,21.995001,90.065102
1990-02-16,2.46875,11.1875,22.202499,91.054802
1990-02-20,2.375,11.03125,21.58,91.549698
1990-02-21,2.359375,10.96875,21.58,91.219803
1990-02-22,2.390625,11.09375,21.372499,91.7146
1990-02-23,2.390625,11.0,21.372499,90.724899
1990-02-26,2.4375,11.0,22.202499,93.364197
1990-02-27,2.4375,11.21875,22.098749,93.034302
1990-02-28,2.4375,11.125,22.30625,93.859001
1990-03-01,2.40625,11.15625,22.30625,95.6735
1990-03-02,2.40625,11.5,22.30625,95.6735
1990-03-05,2.390625,11.46875,22.202499,95.013702
1990-03-06,2.40625,11.375,22.202499,95.838501
1990-03-07,2.390625,11.34375,21.995001,96.498299
1990-03-08,2.421875,10.90625,22.6175,96.6633
1990-03-09,2.4375,10.375,22.721251,96.828201
1990-03-12,2.484375,10.34375,22.6175,93.859001
1990-03-13,2.484375,10.15625,22.51375,93.364197
1990-03-14,2.46875,10.0625,23.34375,93.529099
1990-03-15,2.46875,10.125,23.55125,93.529099
1990-03-16,2.5,10.125,23.862499,93.859001
1990-03-19,2.453125,10.0625,23.655001,92.7043
1990-03-20,2.453125,9.96875,23.032499,94.518799
1990-03-21,2.421875,9.9375,23.032499,93.529099
1990-03-22,2.359375,9.625,22.41,93.694099
1990-03-23,2.4375,9.6875,22.51375,95.013702
1990-03-26,2.453125,9.90625,22.41,96.828201
1990-03-27,2.515625,9.9375,22.721251,96.498299
1990-03-28,2.578125,9.875,23.24,97.158096
1990-03-29,2.484375,9.78125,23.032499,97.323097
1990-03-30,2.46875,9.6875,22.825001,96.828201
1990-04-02,2.375,9.5625,22.41,95.508598
1990-04-03,2.4375,9.625,23.24,95.6735
1990-04-04,2.421875,9.4375,23.34375,95.343597
1990-04-05,2.390625,9.03125,23.655001,95.343597
1990-04-06,2.328125,8.84375,23.862499,94.353897
1990-04-09,2.296875,9.03125,23.655001,94.518799
1990-04-10,2.359375,9.40625,24.17375,94.6838
1990-04-11,2.390625,9.4375,24.588751,94.6838
1990-04-12,2.359375,9.40625,24.485001,94.848801
1990-04-16,2.375,9.25,25.1075,94.848801
1990-04-17,2.4375,9.34375,25.73,93.199203
1990-04-18,2.359375,9.34375,24.796249,90.724899
1990-04-19,2.359375,9.3125,24.692499,89.735199
1990-04-20,2.34375,9.28125,23.655001,88.415497
1990-04-23,2.359375,9.25,23.655001,85.611298
1990-04-24,2.328125,9.25,23.24,84.786499
1990-04-25,2.3125,9.125,23.758751,83.301903
1990-04-26,2.296875,9.21875,24.07,83.631897
1990-04-27,2.234375,9.3125,23.758751,82.477203
1990-04-30,2.25,9.5,23.862499,83.137001
1990-05-01,2.28125,9.71875,24.07,83.9618
1990-05-02,2.34375,9.8125,25.00375,85.776299
1990-05-03,2.375,10.0,24.38125,85.776299
1990-05-04,2.390625,9.875,24.692499,87.9207
1990-05-07,2.40625,9.9375,24.796249,87.9207
1990-05-08,2.4375,9.75,24.588751,89.075302
1990-05-09,2.453125,9.6875,24.588751,86.436096
1990-05-10,2.453125,9.65625,24.692499,86.930901
1990-05-11,2.5625,9.84375,25.315001,87.425797
1990-05-14,2.671875,9.875,25.9375,88.580498
1990-05-15,2.75,9.90625,26.456249,88.250603
1990-05-16,2.734375,9.84375,26.456249,88.580498
1990-05-17,2.703125,9.875,26.66375,90.559898
1990-05-18,2.6875,9.8125,26.456249,90.230003
1990-05-21,2.703125,9.84375,26.7675,90.724899
1990-05-22,2.65625,9.65625,26.975,92.209503
1990-05-23,2.640625,9.6875,26.87125,89.735199
1990-05-24,2.671875,9.46875,27.078751,88.9104
1990-05-25,2.671875,9.25,26.559999,88.679497
1990-05-29,2.734375,9.3125,27.389999,89.372299
1990-05-30,2.84375,9.4375,27.078751,91.681602
1990-05-31,2.796875,9.6875,27.078751,92.6054
1990-06-01,2.859375,9.96875,27.286249,93.529099
1990-06-04,2.859375,10.5,27.5975,94.6838
1990-06-05,2.921875,10.875,28.53125,96.069397
1990-06-06,2.859375,10.8125,27.805,94.452904
1990-06-07,2.859375,10.25,27.389999,92.836304
1990-06-08,2.8125,10.34375,26.559999,92.374397
1990-06-11,2.8125,10.34375,27.182501,91.450699
1990-06-12,2.828125,10.375,27.49375,91.912598
1990-06-13,2.8125,10.09375,27.5975,93.529099
1990-06-14,2.796875,9.4375,28.116249,92.143501
1990-06-15,2.75,9.8125,27.908751,90.757896
1990-06-18,2.6875,9.59375,27.389999,89.372299
1990-06-19,2.703125,9.5625,27.286249,90.065102
1990-06-20,2.6875,9.40625,27.70125,92.836304
1990-06-21,2.6875,9.59375,27.908751,93.0672
1990-06-22,2.609375,9.4375,28.32375,93.298203
1990-06-25,2.609375,9.4375,28.219999,95.376602
1990-06-26,2.65625,9.125,27.805,95.145699
1990-06-27,2.71875,9.25,28.53125,93.298203
1990-06-28,2.71875,9.34375,28.4275,91.681602
1990-06-29,2.71875,9.375,28.32375,90.9888
1990-07-02,2.65625,9.28125,28.635,90.295998
1990-07-03,2.71875,9.125,29.2575,89.834099
1990-07-05,2.71875,8.90625,29.049999,90.295998
1990-07-06,2.734375,9.25,29.2575,91.912598
1990-07-09,2.765625,9.0,28.946251,93.0672
1990-07-10,2.640625,8.71875,28.946251,92.374397
1990-07-11,2.53125,8.65625,29.56875,93.760101
1990-07-12,2.546875,8.59375,30.19125,94.221901
1990-07-13,2.609375,8.6875,30.502501,92.836304
1990-07-16,2.625,9.125,31.02125,94.6838
1990-07-17,2.609375,9.46875,30.606251,96.762199
1990-07-18,2.5,9.375,30.0875,97.455002
1990-07-19,2.484375,9.28125,28.73875,95.838501
1990-07-20,2.53125,9.1875,27.70125,94.221901
1990-07-23,2.5,9.0625,27.182501,91.681602
1990-07-24,2.484375,9.0,26.66375,91.681602
1990-07-25,2.546875,9.0625,27.286249,93.990997
1990-07-26,2.4375,9.03125,27.805,92.836304
1990-07-27,2.484375,9.03125,26.456249,90.9888
1990-07-30,2.484375,8.9375,26.248751,89.141296
1990-07-31,2.484375,8.96875,26.7675,90.065102
1990-08-01,2.4375,8.71875,26.7675,90.065102
1990-08-02,2.421875,8.65625,26.352501,88.217598
