date,Wellfargo_OT,Citi_OT,Barclay_OT,OT
1996-01-18,7.875,101.041664,177.705399,16.46875
1996-01-19,8.0,102.291664,178.2827,16.6875
1996-01-22,8.125,101.875,179.206497,16.75
1996-01-23,8.09375,102.916664,179.899307,16.78125
1996-01-24,8.125,103.333336,181.284897,16.75
1996-01-25,8.0625,101.666664,181.544495,16.75
1996-01-26,8.09375,101.25,181.862198,16.75
1996-01-29,8.125,103.75,183.132401,17.125
1996-01-30,8.5,107.291664,181.284897,17.25
1996-01-31,8.59375,109.583336,183.594193,17.46875
1996-02-01,8.46875,108.125,183.132401,17.1875
1996-02-02,8.34375,106.041664,183.594193,17.1875
1996-02-05,8.34375,106.041664,184.287003,17.28125
1996-02-06,8.53125,106.666664,184.287003,17.375
1996-02-07,8.6875,107.291664,182.208603,17.625
1996-02-08,9.0625,108.958336,181.053894,18.375
1996-02-09,9.0,108.75,180.361099,18.375
1996-02-12,9.0625,110.208336,180.592102,18.40625
1996-02-13,9.09375,111.25,181.977707,18.46875
1996-02-14,9.03125,112.5,183.016907,18.28125
1996-02-15,8.9375,112.708336,186.480896,18.5
1996-02-16,8.875,112.083336,187.058304,18.3125
1996-02-20,8.75,109.791664,191.422699,18.0
1996-02-21,8.875,110.416664,184.518005,18.40625
1996-02-22,9.125,114.791664,187.8647,18.59375
1996-02-23,9.125,116.458336,183.363297,18.65625
1996-02-26,9.09375,115.625,178.051804,18.90625
1996-02-27,9.0625,115.0,176.666199,18.75
1996-02-28,9.09375,115.208336,180.361099,18.6875
1996-02-29,9.125,111.458336,179.206497,18.4375
1996-03-01,9.15625,113.75,180.592102,18.8125
1996-03-04,9.21875,114.375,181.934692,19.15625
1996-03-05,9.25,112.708336,176.709595,19.625
1996-03-06,9.15625,112.708336,175.973297,19.46875
1996-03-07,8.96875,112.083336,173.664001,19.34375
1996-03-08,8.625,105.416664,169.276199,18.59375
1996-03-11,8.53125,104.375,164.888397,18.5625
1996-03-12,8.53125,102.083336,158.884094,18.40625
1996-03-13,8.4375,104.583336,160.500595,18.34375
1996-03-14,8.5625,104.375,162.578995,18.40625
1996-03-15,8.6875,103.75,160.616104,18.5
1996-03-18,8.9375,106.666664,164.657501,18.96875
1996-03-19,8.96875,106.875,168.352493,18.78125
1996-03-20,8.8125,106.458336,166.735901,18.78125
1996-03-21,8.6875,107.291664,168.352493,18.5
1996-03-22,8.8125,108.125,169.738098,18.8125
1996-03-25,9.0625,107.5,169.045303,18.96875
1996-03-26,9.09375,109.166664,167.428696,19.25
1996-03-27,9.09375,108.75,168.352493,19.625
1996-03-28,9.21875,107.916664,167.1978,19.71875
1996-03-29,9.1875,110.0,167.890594,20.03125
1996-04-01,9.34375,110.416664,167.1978,20.6875
1996-04-02,9.375,110.0,167.890594,20.5625
1996-04-03,9.25,110.208336,166.274002,20.5
1996-04-04,9.25,109.791664,166.966797,20.5625
1996-04-08,8.96875,104.166664,166.966797,20.15625
1996-04-09,9.0625,102.916664,167.082306,19.84375
1996-04-10,8.90625,99.166664,169.276199,19.0625
1996-04-11,8.75,98.541664,167.775101,18.875
1996-04-12,9.0,101.458336,169.045303,19.25
1996-04-15,9.1875,103.958336,169.968994,19.75
1996-04-16,9.09375,103.333336,173.664001,19.28125
1996-04-17,9.0,100.625,172.920395,19.3125
1996-04-18,9.0,101.041664,172.162903,19.3125
1996-04-19,9.125,101.875,171.932007,19.25
1996-04-22,9.15625,102.5,172.047394,19.5
1996-04-23,9.15625,104.375,171.816498,19.53125
1996-04-24,9.09375,102.708336,170.430893,19.5
1996-04-25,9.0,103.333336,170.315399,19.75
1996-04-26,9.09375,103.541664,169.276199,19.9375
1996-04-29,9.09375,102.708336,168.352493,19.75
1996-04-30,9.03125,102.5,169.968994,19.96875
1996-05-01,9.03125,101.875,170.661804,20.0
1996-05-02,8.65625,98.541664,171.008194,19.375
1996-05-03,8.75,96.458336,171.585602,19.46875
1996-05-06,8.625,95.208336,171.585602,19.1875
1996-05-07,8.625,95.0,172.047394,19.3125
1996-05-08,8.78125,98.333336,172.509293,19.78125
1996-05-09,8.75,97.916664,172.971207,19.75
1996-05-10,8.875,98.75,173.202103,20.09375
1996-05-13,8.96875,100.0,172.855698,20.125
1996-05-14,8.9375,101.25,176.088806,20.3125
1996-05-15,8.96875,101.666664,178.975494,20.125
1996-05-16,8.9375,101.458336,179.437393,20.15625
1996-05-17,9.0,102.916664,182.208603,20.3125
1996-05-20,9.0,103.333336,181.284897,20.4375
1996-05-21,9.0,104.166664,180.592102,20.46875
1996-05-22,9.09375,105.0,179.206497,20.65625
1996-05-23,9.03125,103.75,183.832306,20.375
1996-05-24,9.1875,103.958336,178.744598,20.375
1996-05-28,8.96875,101.875,179.206497,20.1875
1996-05-29,8.96875,102.1875,177.358994,20.09375
1996-05-30,8.90625,104.0625,174.472305,20.28125
1996-05-31,8.71875,103.75,173.432999,20.28125
1996-06-03,8.75,104.0625,175.049606,20.40625
1996-06-04,8.8125,105.9375,178.744598,21.0
1996-06-05,8.8125,108.125,180.476593,21.09375
1996-06-06,8.9375,107.5,177.358994,20.96875
1996-06-07,8.75,104.0625,175.742401,20.59375
1996-06-10,8.6875,105.9375,177.358994,20.53125
1996-06-11,8.71875,106.5625,179.899307,20.65625
1996-06-12,8.65625,107.5,179.437393,20.8125
1996-06-13,8.65625,109.0625,178.975494,20.96875
1996-06-14,8.6875,107.8125,179.206497,20.8125
1996-06-17,8.5625,107.8125,180.592102,20.75
1996-06-18,8.65625,109.375,184.748901,20.53125
1996-06-19,8.53125,108.4375,184.287003,20.21875
1996-06-20,8.5,107.8125,182.208603,19.96875
1996-06-21,8.46875,109.0625,182.208603,19.71875
1996-06-24,8.5625,109.6875,181.053894,20.03125
1996-06-25,8.65625,112.5,178.167206,20.25
1996-06-26,8.5625,110.9375,177.820801,20.0625
1996-06-27,8.6875,111.875,175.511505,20.375
1996-06-28,8.71875,114.0625,178.513596,20.65625
1996-07-01,8.75,115.0,181.284897,21.0625
1996-07-02,8.5625,116.875,181.284897,21.0
1996-07-03,8.625,114.6875,179.206497,21.15625
1996-07-05,8.34375,111.25,184.518005,20.5
1996-07-08,8.125,108.75,184.1716,20.09375
1996-07-09,8.34375,108.4375,182.785995,20.0
1996-07-10,8.4375,107.1875,183.594193,20.34375
1996-07-11,8.25,103.125,182.901398,20.09375
1996-07-12,8.1875,103.75,182.554993,20.078125
1996-07-15,8.21875,100.9375,183.132401,19.8125
1996-07-16,8.21875,101.875,180.592102,19.78125
1996-07-17,8.34375,104.375,179.321899,20.15625
1996-07-18,8.5,106.5625,182.901398,20.46875
1996-07-19,8.46875,105.0,185.2108,20.4375
1996-07-22,8.375,102.8125,184.1716,20.4375
1996-07-23,8.28125,102.8125,185.672699,20.59375
1996-07-24,8.25,101.5625,184.287003,20.78125
1996-07-25,8.375,102.5,184.979904,20.90625
1996-07-26,8.53125,101.875,185.441696,20.875
1996-07-29,8.46875,102.5,185.672699,20.84375
1996-07-30,8.71875,101.5625,187.058304,21.21875
1996-07-31,8.875,105.625,188.212997,21.5
1996-08-01,9.03125,110.3125,190.753296,21.5
1996-08-02,9.25,112.1875,193.293594,22.125
1996-08-05,9.125,110.625,195.141098,22.03125
1996-08-06,9.125,111.5625,201.491806,22.125
1996-08-07,9.15625,114.375,207.842499,22.21875
1996-08-08,9.3125,113.75,207.380707,22.4375
1996-08-09,9.28125,113.4375,205.071304,22.75
1996-08-12,9.34375,114.6875,202.992905,22.8125
1996-08-13,9.3125,112.5,206.918793,22.6875
1996-08-14,9.25,111.875,206.456894,22.65625
1996-08-15,9.34375,111.5625,209.921005,22.71875
1996-08-16,9.5625,114.0625,212.6922,22.90625
1996-08-19,9.53125,114.6875,214.539703,23.125
1996-08-20,9.625,115.625,215.001602,23.09375
1996-08-21,9.53125,114.375,211.537506,23.09375
1996-08-22,9.59375,115.625,211.883896,23.46875
1996-08-23,9.5,114.375,211.422104,23.34375
1996-08-26,9.53125,114.0625,211.537506,23.4375
1996-08-27,9.625,114.6875,210.267395,23.40625
1996-08-28,9.65625,113.125,211.075699,23.3125
1996-08-29,9.53125,110.625,211.075699,23.09375
1996-08-30,9.40625,108.4375,209.921005,21.28125
1996-09-03,9.4375,110.625,208.5354,21.0
1996-09-04,9.5625,108.75,209.921005,20.9375
1996-09-05,9.53125,107.5,209.343597,20.5
1996-09-06,9.65625,109.375,208.881805,20.90625
1996-09-09,9.75,112.5,210.382797,21.21875
1996-09-10,9.65625,111.875,214.424194,21.0625
1996-09-11,9.71875,112.8125,219.042999,21.03125
1996-09-12,9.8125,113.75,217.541901,21.21875
1996-09-13,10.09375,117.1875,218.465607,21.40625
1996-09-16,10.0625,117.5,218.234695,21.53125
1996-09-17,9.90625,117.5,219.273895,21.46875
1996-09-18,9.90625,115.625,219.042999,21.40625
1996-09-19,10.0,117.5,219.389404,21.15625
1996-09-20,10.0,118.75,218.5811,20.875
1996-09-23,10.125,118.75,216.964493,21.03125
1996-09-24,10.125,117.8125,215.348007,21.0
1996-09-25,10.125,119.6875,215.117004,21.34375
1996-09-26,10.15625,121.875,214.308807,21.53125
1996-09-27,10.125,122.1875,213.846893,21.65625
1996-09-30,10.1875,122.8125,216.849106,21.71875
1996-10-01,10.5,124.6875,219.273895,21.59375
1996-10-02,10.5625,127.5,219.042999,21.84375
1996-10-03,10.53125,127.5,218.927505,21.90625
1996-10-04,10.6875,132.8125,222.7379,22.15625
1996-10-07,10.625,132.8125,225.047302,22.21875
1996-10-08,10.59375,130.0,223.315308,22.21875
1996-10-09,10.5625,128.4375,223.661697,22.09375
1996-10-10,10.5625,126.875,220.082199,21.875
1996-10-11,10.625,129.6875,220.6595,22.0625
1996-10-14,10.59375,132.5,223.084305,22.3125
1996-10-15,10.59375,131.875,225.278198,22.21875
1996-10-16,10.59375,131.875,225.278198,22.0625
1996-10-17,10.71875,133.125,227.703094,22.15625
1996-10-18,10.78125,132.5,230.127899,22.46875
1996-10-21,10.8125,133.125,231.282593,22.84375
1996-10-22,10.71875,132.5,231.628998,22.71875
1996-10-23,10.71875,133.75,229.435104,22.625
1996-10-24,10.625,133.125,227.703094,22.65625
1996-10-25,10.71875,131.5625,229.781494,22.625
1996-10-28,10.59375,130.3125,226.779297,22.65625
1996-10-29,10.8125,135.9375,223.892593,23.125
1996-10-30,10.84375,135.0,220.428604,23.53125
1996-10-31,10.96875,135.625,222.7379,23.5625
1996-11-01,10.90625,135.625,222.622498,23.21875
1996-11-04,11.0,138.4375,220.890396,23.375
1996-11-05,11.15625,144.0625,221.236801,23.78125
1996-11-06,11.09375,150.625,221.929703,23.78125
1996-11-07,11.0625,151.5625,216.964493,23.65625
1996-11-08,10.90625,156.25,218.927505,23.53125
1996-11-11,10.84375,149.6875,217.888306,23.40625
1996-11-12,10.75,151.5625,219.6203,23.25
1996-11-13,10.71875,149.6875,220.890396,23.46875
1996-11-14,10.9375,149.6875,220.6595,23.78125
1996-11-15,10.90625,150.9375,222.160599,24.03125
1996-11-18,10.875,150.9375,222.968903,24.28125
1996-11-19,11.25,151.25,225.393707,24.75
1996-11-20,11.09375,151.875,227.356705,25.0625
1996-11-21,11.0625,149.0625,225.509201,24.875
1996-11-22,11.34375,150.3125,229.666,25.53125
1996-11-25,11.53125,155.416672,231.7444,26.0625
1996-11-26,11.5625,152.083328,233.822906,25.78125
1996-11-27,11.375,150.416672,231.628998,25.875
1996-11-29,11.6875,150.0,236.363205,25.90625
1996-12-02,11.59375,148.333328,233.591904,25.6875
1996-12-03,11.34375,145.416672,235.785797,25.0
1996-12-04,11.0625,144.322922,234.631104,24.472656
1996-12-05,11.0,142.5,238.787994,23.96875
1996-12-06,11.0,141.25,231.397995,24.40625
1996-12-09,11.28125,147.083328,236.132202,24.59375
1996-12-10,11.15625,147.083328,239.249893,24.375
1996-12-11,10.90625,143.333328,237.517807,24.03125
1996-12-12,10.75,140.0,237.286896,23.21875
1996-12-13,10.6875,140.833328,231.513504,23.34375
1996-12-16,10.5,140.416672,236.847198,23.0625
1996-12-17,10.75,141.25,236.7285,23.8125
1996-12-18,10.8125,144.166672,240.879593,23.53125
1996-12-19,11.25,147.916672,232.321793,24.625
1996-12-20,11.5,150.833328,229.550507,24.71875
1996-12-23,11.34375,151.666672,237.677399,24.625
1996-12-24,11.34375,154.166672,230.936203,24.53125
1996-12-26,11.4375,154.583328,230.936203,24.71875
1996-12-27,11.34375,153.75,230.127899,24.84375
1996-12-30,11.3125,157.916672,230.936203,25.28125
1996-12-31,10.875,151.25,231.051605,24.4375
1997-01-02,10.8125,148.333328,226.317398,24.34375
1997-01-03,11.03125,150.416672,229.666,24.65625
1997-01-06,10.90625,151.25,232.437302,24.6875
1997-01-07,11.03125,150.0,234.515701,24.71875
1997-01-08,11.09375,149.583328,237.402405,25.3125
1997-01-09,11.09375,152.916672,243.9841,25.46875
1997-01-10,10.96875,150.833328,246.408905,25.8125
1997-01-13,11.3125,157.083328,249.872894,25.71875
1997-01-14,11.5,161.666672,256.570099,26.65625
1997-01-15,11.59375,159.166672,255.415405,26.28125
1997-01-16,11.5625,160.416672,256.570099,26.40625
1997-01-17,11.625,168.75,256.45459,26.5625
1997-01-20,11.5625,173.333328,254.838104,26.6875
1997-01-21,11.65625,170.833328,256.223694,26.6875
1997-01-22,11.6875,178.75,259.918701,27.40625
1997-01-23,11.53125,174.583328,266.384888,26.75
1997-01-24,11.25,170.416672,264.0755,26.5
1997-01-27,11.3125,168.333328,264.421906,26.5
1997-01-28,11.4375,169.583328,266.1539,26.21875
1997-01-29,11.59375,170.0,270.292786,26.875
1997-01-30,12.0,175.0,271.004303,27.0
1997-01-31,11.90625,174.583328,276.222809,27.03125
1997-02-03,11.9375,181.666672,277.171692,27.5
1997-02-04,12.03125,181.666672,275.155396,27.84375
1997-02-05,11.875,177.916672,277.171692,27.59375
1997-02-06,11.9375,177.083328,273.613586,27.8125
1997-02-07,12.1875,175.0,277.2901,28.40625
1997-02-10,12.21875,172.916672,279.54361,28.0625
1997-02-11,12.21875,175.833328,279.069305,28.34375
1997-02-12,12.4375,185.0,279.42511,28.8125
1997-02-13,12.84375,188.75,284.050598,29.4375
1997-02-14,12.8125,185.0,288.438812,29.9375
1997-02-18,12.90625,194.166672,267.802094,30.59375
1997-02-19,12.9375,191.25,263.53241,30.625
1997-02-20,12.65625,183.333328,267.209106,30.4375
1997-02-21,12.53125,182.5,267.683411,30.0625
1997-02-24,12.71875,185.833328,259.974304,30.53125
1997-02-25,13.0,192.5,266.141693,31.0
1997-02-26,12.875,185.0,267.327789,30.96875
1997-02-27,12.625,177.5,267.327789,30.625
1997-02-28,12.4375,178.75,263.058014,30.0
1997-03-03,12.59375,182.083328,259.5,30.8125
1997-03-04,12.65625,175.416672,263.295197,31.125
1997-03-05,12.71875,182.083328,262.939514,30.9375
1997-03-06,12.78125,182.083328,263.41391,31.0
1997-03-07,13.0,185.0,264.24411,31.6875
1997-03-10,13.25,188.75,263.769806,32.5
1997-03-11,13.125,187.083328,267.446289,31.875
1997-03-12,12.90625,182.083328,264.955597,31.375
1997-03-13,12.40625,176.25,265.548706,29.875
1997-03-14,12.59375,177.5,262.939514,29.4375
1997-03-17,12.34375,172.916672,260.923187,29.5
1997-03-18,12.1875,175.416672,260.3302,28.875
1997-03-19,12.1875,173.75,255.348907,29.4375
1997-03-20,12.3125,168.333328,244.912003,29.0
1997-03-21,12.46875,169.166672,243.014404,29.3125
1997-03-24,12.78125,177.5,234.9496,30.8125
1997-03-25,12.625,179.166672,241.116806,30.5
1997-03-26,12.4375,174.166672,244.437607,29.875
1997-03-27,11.96875,169.583328,242.184097,28.9375
1997-03-31,11.5625,160.0,235.785797,27.75
1997-04-01,11.8125,166.25,240.286499,28.0625
1997-04-02,11.46875,157.5,239.337906,27.9375
1997-04-03,11.4375,161.25,240.168106,27.75
1997-04-04,11.59375,160.0,244.081696,27.9375
1997-04-07,11.78125,163.333328,249.774796,28.125
1997-04-08,12.0625,164.166672,252.502594,29.3125
1997-04-09,11.8125,164.166672,252.502594,28.625
1997-04-10,11.65625,163.333328,249.300201,28.875
1997-04-11,11.1875,154.583328,245.860901,27.75
1997-04-14,11.3125,161.25,244.318893,27.8125
1997-04-15,11.53125,167.5,243.251495,28.0
1997-04-16,11.53125,170.0,240.879593,27.75
1997-04-17,11.84375,167.083328,239.100494,27.875
1997-04-18,11.625,166.666672,239.574997,27.875
1997-04-21,11.53125,161.25,243.963303,27.6875
1997-04-22,11.84375,167.083328,245.505005,28.4375
1997-04-23,11.71875,166.666672,251.0793,28.375
1997-04-24,11.6875,163.75,262.702087,28.4375
1997-04-25,11.6875,162.916672,258.195404,28.625
1997-04-28,11.84375,167.5,264.837097,28.875
1997-04-29,12.28125,183.333328,275.5112,29.9375
1997-04-30,12.46875,185.0,272.309113,30.1875
1997-05-01,12.53125,180.0,272.309113,30.1875
1997-05-02,12.75,182.083328,271.59729,31.375
1997-05-05,12.875,187.916672,264.421906,31.3125
1997-05-06,13.09375,189.583328,282.627289,31.4375
1997-05-07,12.65625,181.25,284.406189,29.8125
1997-05-08,13.0,186.25,286.778412,29.625
1997-05-09,13.1875,183.333328,297.689697,30.125
1997-05-12,13.375,185.416672,297.215302,30.5
1997-05-13,13.25,187.083328,297.096588,30.25
1997-05-14,13.5,187.916672,297.333801,30.625
1997-05-15,13.40625,186.666672,300.180298,30.75
1997-05-16,13.125,184.166672,304.805695,30.1875
1997-05-19,13.1875,185.833328,287.400085,29.6875
1997-05-20,13.40625,192.083328,285.829498,30.0625
1997-05-21,13.0,186.25,280.010101,29.25
1997-05-22,13.03125,185.0,279.086395,29.25
1997-05-23,13.25,188.333328,286.014496,29.5
1997-05-27,13.125,186.666672,293.519897,28.9375
1997-05-28,13.09375,185.416672,290.402191,28.875
1997-05-29,13.0625,182.083328,281.280304,29.0
1997-05-30,13.375,183.333328,274.121185,29.4375
1997-06-02,13.3125,182.916672,262.11261,29.3125
1997-06-03,13.3125,185.833328,268.232391,29.9375
1997-06-04,13.40625,184.166672,277.527496,29.8125
1997-06-05,13.5,187.083328,268.001404,30.875
1997-06-06,13.75,192.916672,271.81189,31.625
1997-06-09,13.75,195.0,279.779205,31.9375
1997-06-10,13.8125,200.0,282.20401,32.4375
1997-06-11,13.90625,203.333328,283.358704,32.875
1997-06-12,14.28125,209.583328,283.936005,33.25
1997-06-13,14.5,212.083328,288.439301,33.6875
1997-06-16,14.375,208.333328,280.010101,34.25
1997-06-17,14.46875,212.083328,275.968689,34.3125
1997-06-18,14.59375,215.416672,275.045013,33.875
1997-06-19,14.71875,215.833328,277.354309,34.625
1997-06-20,14.5625,220.0,268.694214,34.5
1997-06-23,14.34375,211.666672,269.964386,33.375
1997-06-24,14.53125,214.583328,270.310791,34.15625
1997-06-25,14.34375,213.75,280.471985,33.8125
1997-06-26,14.21875,210.833328,286.014496,33.3125
1997-06-27,14.171875,212.5,282.89679,32.625
1997-06-30,14.0625,210.208328,275.275909,32.28125
1997-07-01,14.25,215.833328,283.820587,32.6875
1997-07-02,14.53125,222.916672,280.010101,33.0625
1997-07-03,14.921875,222.291672,286.129913,34.0
1997-07-07,14.734375,225.208328,284.397888,33.65625
1997-07-08,14.890625,222.916672,281.164795,33.53125
1997-07-09,14.8125,220.0,283.474213,33.28125
1997-07-10,15.078125,222.5,282.665894,33.21875
1997-07-11,15.046875,220.625,280.81839,33.3125
1997-07-14,14.921875,217.291672,284.975189,33.65625
1997-07-15,15.28125,220.833328,297.096588,33.40625
1997-07-16,16.0625,228.333328,296.175598,34.1875
1997-07-17,15.671875,225.833328,302.179993,33.8125
1997-07-18,15.40625,221.875,296.291107,32.78125
1997-07-21,15.34375,219.166672,286.129913,33.5
1997-07-22,15.6875,226.041672,294.674591,34.15625
1997-07-23,15.578125,227.708328,295.251892,33.75
1997-07-24,15.734375,235.833328,286.476288,34.28125
1997-07-25,15.421875,232.291672,288.439301,33.875
1997-07-28,15.40625,232.083328,281.973114,33.9375
1997-07-29,15.625,237.916672,286.014496,34.8125
1997-07-30,15.765625,239.166672,297.099396,35.09375
1997-07-31,15.765625,239.791672,296.8685,35.59375
1997-08-01,15.484375,236.458328,298.83139,35.1875
1997-08-04,15.671875,232.083328,297.099396,35.3125
1997-08-05,15.515625,232.916672,295.020996,34.59375
1997-08-06,15.703125,233.333328,306.56781,35.0
1997-08-07,15.375,228.75,334.28009,34.3125
1997-08-08,14.9375,220.416672,328.160309,33.0
1997-08-11,15.15625,224.583328,327.467499,33.5625
1997-08-12,14.703125,219.583328,332.894501,33.0625
1997-08-13,14.78125,226.458328,325.27359,33.0625
1997-08-14,14.671875,227.5,327.698395,33.34375
1997-08-15,14.640625,219.583328,322.502411,32.5
1997-08-18,14.5,222.5,319.269287,32.28125
1997-08-19,14.828125,227.083328,321.809601,32.53125
1997-08-20,15.125,229.583328,329.315002,32.90625
1997-08-21,14.734375,224.583328,325.735504,32.375
1997-08-22,14.5,222.708328,324.465302,32.0625
1997-08-25,14.59375,220.833328,324.465302,32.0
1997-08-26,14.421875,216.25,324.234406,31.84375
1997-08-27,14.390625,214.166672,326.543793,31.90625
1997-08-28,14.359375,213.333328,328.0448,31.65625
1997-08-29,14.359375,211.666672,326.197388,29.875
1997-09-02,14.984375,222.916672,333.125397,29.375
1997-09-03,14.84375,225.833328,331.739807,29.15625
1997-09-04,15.09375,225.0,336.935913,28.71875
1997-09-05,14.921875,225.0,337.975098,28.4375
1997-09-08,15.21875,225.208328,337.628693,28.78125
1997-09-09,15.25,227.083328,335.088409,29.5
1997-09-10,15.09375,220.416672,330.469696,29.09375
1997-09-11,14.75,216.666672,328.160309,28.90625
1997-09-12,14.890625,220.833328,329.199493,29.5
1997-09-15,15.109375,221.041672,333.933685,29.28125
1997-09-16,15.6875,233.958328,343.517609,29.53125
1997-09-17,15.734375,232.916672,344.672302,29.46875
1997-09-18,15.71875,235.833328,350.676605,29.40625
1997-09-19,15.65625,235.208328,349.868286,29.875
1997-09-22,15.5625,241.041672,356.450012,30.5625
1997-09-23,15.671875,240.208328,351.831299,31.03125
1997-09-24,15.375,231.458328,350.676605,31.75
1997-09-25,15.109375,228.541672,353.10141,31.0
1997-09-26,15.3125,230.625,384.393311,31.4375
1997-09-29,15.4375,228.125,384.277802,31.6875
1997-09-30,15.3125,227.708328,386.702606,30.9375
1997-10-01,15.546875,231.041672,397.55661,31.3125
1997-10-02,15.875,233.125,403.445496,31.625
1997-10-03,16.234375,238.958328,392.014191,32.3125
1997-10-06,16.46875,248.125,387.972809,32.5
1997-10-07,16.96875,250.833328,390.859497,33.09375
1997-10-08,16.546875,248.541672,380.467407,32.75
1997-10-09,16.359375,248.333328,375.848602,32.78125
1997-10-10,16.328125,248.333328,375.271301,32.28125
1997-10-13,16.40625,251.041672,373.885712,32.78125
1997-10-14,16.96875,251.458328,375.271301,31.9375
1997-10-15,16.53125,248.958328,375.848602,31.40625
1997-10-16,16.3125,246.25,381.275604,31.65625
1997-10-17,15.96875,242.916672,386.818115,31.03125
1997-10-20,16.25,244.791672,375.964111,31.0
1997-10-21,16.8125,250.625,374.809387,31.53125
1997-10-22,16.5,254.583328,368.805115,31.21875
1997-10-23,16.375,249.375,357.951111,30.9375
1997-10-24,16.5,243.125,354.487,30.875
1997-10-27,15.53125,216.666672,350.3302,28.84375
1997-10-28,16.09375,232.708328,346.404297,29.65625
1997-10-29,16.09375,235.0,348.713593,30.5625
1997-10-30,15.71875,231.458328,345.942413,29.25
1997-10-31,16.03125,233.333328,344.787689,29.90625
1997-11-03,16.5625,237.916672,347.789886,30.96875
1997-11-04,16.46875,243.125,346.404297,31.15625
1997-11-05,16.46875,248.541672,353.563293,31.0
1997-11-06,16.28125,250.833328,350.792114,30.75
1997-11-07,16.09375,247.291672,342.247406,30.46875
1997-11-10,16.15625,243.541672,349.175507,29.875
1997-11-11,16.0625,240.625,347.097107,29.5
1997-11-12,15.71875,229.791672,341.785492,29.1875
1997-11-13,15.875,232.083328,336.704987,29.71875
1997-11-14,16.28125,235.416672,337.166809,30.0
1997-11-17,16.65625,245.0,344.09491,30.65625
1997-11-18,16.6875,240.625,342.478394,30.125
1997-11-19,17.21875,244.791672,340.169006,30.4375
1997-11-20,17.75,255.0,334.626495,30.71875
1997-11-21,17.9375,252.1875,336.935913,31.09375
1997-11-24,17.5,247.5,331.393402,30.5625
1997-11-25,18.1875,246.875,329.545898,30.84375
1997-11-26,18.3125,246.25,332.778992,30.0625
1997-11-28,18.71875,254.375,329.776886,30.03125
1997-12-01,19.34375,270.3125,333.702789,30.6875
1997-12-02,19.15625,274.375,338.321503,30.84375
1997-12-03,19.0,282.5,343.632996,30.9375
1997-12-04,18.59375,280.3125,353.332397,30.5
1997-12-05,18.5,280.0,357.027313,30.5
1997-12-08,18.71875,278.125,363.262604,31.0625
1997-12-09,18.71875,272.1875,378.504395,31.375
1997-12-10,18.5,268.4375,384.508698,31.0625
1997-12-11,18.40625,261.875,375.733185,31.1875
1997-12-12,18.75,263.4375,377.811615,31.03125
1997-12-15,19.4375,269.375,396.055603,32.007813
1997-12-16,18.5,274.375,404.138306,31.375
1997-12-17,18.875,279.6875,392.591492,31.0625
1997-12-18,18.78125,275.625,387.279999,30.875
1997-12-19,18.71875,265.0,373.885712,29.5625
1997-12-22,18.375,260.0,369.959808,30.0
1997-12-23,17.875,262.1875,371.807312,30.0
1997-12-24,17.5625,257.5,366.033905,29.25
1997-12-26,17.875,257.8125,366.033905,29.78125
1997-12-29,18.21875,260.625,371.11441,30.125
1997-12-30,18.9375,268.75,371.345398,30.6875
1997-12-31,19.375,269.375,373.654694,30.40625
1998-01-02,19.09375,267.5,372.269104,30.375
1998-01-05,18.90625,265.625,381.737488,31.21875
1998-01-06,18.71875,266.875,385.894409,30.8125
1998-01-07,18.40625,258.125,393.746185,31.0
1998-01-08,18.71875,251.25,394.900909,30.6875
1998-01-09,17.84375,238.4375,381.044708,29.5
1998-01-12,18.3125,236.25,370.190704,29.03125
1998-01-13,18.09375,248.125,372.500092,29.03125
1998-01-14,18.65625,251.25,382.892212,30.40625
1998-01-15,18.5,248.75,394.208099,30.0625
1998-01-16,18.53125,253.4375,404.600189,30.71875
1998-01-20,18.8125,253.75,393.284302,31.40625
1998-01-21,18.15625,250.0,388.434692,30.4375
1998-01-22,18.0625,241.5625,385.663391,29.84375
1998-01-23,17.78125,240.0,384.508698,29.59375
1998-01-26,17.8125,235.3125,387.510895,29.8125
1998-01-27,18.125,246.875,390.051208,30.625
1998-01-28,18.28125,250.625,407.140503,30.21875
1998-01-29,18.40625,250.625,410.604492,30.4375
1998-01-30,18.21875,247.8125,426.077301,29.9375
1998-02-02,18.65625,260.625,435.545685,30.71875
1998-02-03,19.21875,266.25,438.778809,31.21875
1998-02-04,19.25,265.9375,449.863708,31.46875
1998-02-05,19.1875,265.0,445.706787,31.78125
1998-02-06,19.40625,264.6875,444.321198,32.40625
1998-02-09,19.34375,265.625,444.552185,32.21875
1998-02-10,19.625,271.875,444.552185,32.1875
1998-02-11,19.875,270.625,442.473694,32.53125
1998-02-12,19.8125,274.375,428.617615,32.59375
1998-02-13,19.71875,273.125,435.545685,32.15625
1998-02-17,19.90625,276.25,418.687286,32.3125
1998-02-18,20.0,278.75,414.761414,32.375
1998-02-19,19.78125,275.625,430.696014,32.21875
1998-02-20,19.71875,280.3125,433.005402,32.53125
1998-02-23,19.90625,278.125,433.236298,33.65625
1998-02-24,19.75,275.3125,429.310394,33.1875
1998-02-25,20.125,280.0,438.085999,34.4375
1998-02-26,20.53125,280.0,427.693787,34.25
1998-02-27,20.5,278.125,416.608887,34.25
1998-03-02,20.53125,274.375,422.61319,34.03125
1998-03-03,20.71875,278.125,414.761414,34.46875
1998-03-04,20.71875,275.625,403.676514,34.53125
