date,Citi_OT,BAC_OT,Barclay_OT,OT
1996-11-22,150.3125,25.53125,229.666,11.34375
1996-11-25,155.416672,26.0625,231.7444,11.53125
1996-11-26,152.083328,25.78125,233.822906,11.5625
1996-11-27,150.416672,25.875,231.628998,11.375
1996-11-29,150.0,25.90625,236.363205,11.6875
1996-12-02,148.333328,25.6875,233.591904,11.59375
1996-12-03,145.416672,25.0,235.785797,11.34375
1996-12-04,144.322922,24.472656,234.631104,11.0625
1996-12-05,142.5,23.96875,238.787994,11.0
1996-12-06,141.25,24.40625,231.397995,11.0
1996-12-09,147.083328,24.59375,236.132202,11.28125
1996-12-10,147.083328,24.375,239.249893,11.15625
1996-12-11,143.333328,24.03125,237.517807,10.90625
1996-12-12,140.0,23.21875,237.286896,10.75
1996-12-13,140.833328,23.34375,231.513504,10.6875
1996-12-16,140.416672,23.0625,236.847198,10.5
1996-12-17,141.25,23.8125,236.7285,10.75
1996-12-18,144.166672,23.53125,240.879593,10.8125
1996-12-19,147.916672,24.625,232.321793,11.25
1996-12-20,150.833328,24.71875,229.550507,11.5
1996-12-23,151.666672,24.625,237.677399,11.34375
1996-12-24,154.166672,24.53125,230.936203,11.34375
1996-12-26,154.583328,24.71875,230.936203,11.4375
1996-12-27,153.75,24.84375,230.127899,11.34375
1996-12-30,157.916672,25.28125,230.936203,11.3125
1996-12-31,151.25,24.4375,231.051605,10.875
1997-01-02,148.333328,24.34375,226.317398,10.8125
1997-01-03,150.416672,24.65625,229.666,11.03125
1997-01-06,151.25,24.6875,232.437302,10.90625
1997-01-07,150.0,24.71875,234.515701,11.03125
1997-01-08,149.583328,25.3125,237.402405,11.09375
1997-01-09,152.916672,25.46875,243.9841,11.09375
1997-01-10,150.833328,25.8125,246.408905,10.96875
1997-01-13,157.083328,25.71875,249.872894,11.3125
1997-01-14,161.666672,26.65625,256.570099,11.5
1997-01-15,159.166672,26.28125,255.415405,11.59375
1997-01-16,160.416672,26.40625,256.570099,11.5625
1997-01-17,168.75,26.5625,256.45459,11.625
1997-01-20,173.333328,26.6875,254.838104,11.5625
1997-01-21,170.833328,26.6875,256.223694,11.65625
1997-01-22,178.75,27.40625,259.918701,11.6875
1997-01-23,174.583328,26.75,266.384888,11.53125
1997-01-24,170.416672,26.5,264.0755,11.25
1997-01-27,168.333328,26.5,264.421906,11.3125
1997-01-28,169.583328,26.21875,266.1539,11.4375
1997-01-29,170.0,26.875,270.292786,11.59375
1997-01-30,175.0,27.0,271.004303,12.0
1997-01-31,174.583328,27.03125,276.222809,11.90625
1997-02-03,181.666672,27.5,277.171692,11.9375
1997-02-04,181.666672,27.84375,275.155396,12.03125
1997-02-05,177.916672,27.59375,277.171692,11.875
1997-02-06,177.083328,27.8125,273.613586,11.9375
1997-02-07,175.0,28.40625,277.2901,12.1875
1997-02-10,172.916672,28.0625,279.54361,12.21875
1997-02-11,175.833328,28.34375,279.069305,12.21875
1997-02-12,185.0,28.8125,279.42511,12.4375
1997-02-13,188.75,29.4375,284.050598,12.84375
1997-02-14,185.0,29.9375,288.438812,12.8125
1997-02-18,194.166672,30.59375,267.802094,12.90625
1997-02-19,191.25,30.625,263.53241,12.9375
1997-02-20,183.333328,30.4375,267.209106,12.65625
1997-02-21,182.5,30.0625,267.683411,12.53125
1997-02-24,185.833328,30.53125,259.974304,12.71875
1997-02-25,192.5,31.0,266.141693,13.0
1997-02-26,185.0,30.96875,267.327789,12.875
1997-02-27,177.5,30.625,267.327789,12.625
1997-02-28,178.75,30.0,263.058014,12.4375
1997-03-03,182.083328,30.8125,259.5,12.59375
1997-03-04,175.416672,31.125,263.295197,12.65625
1997-03-05,182.083328,30.9375,262.939514,12.71875
1997-03-06,182.083328,31.0,263.41391,12.78125
1997-03-07,185.0,31.6875,264.24411,13.0
1997-03-10,188.75,32.5,263.769806,13.25
1997-03-11,187.083328,31.875,267.446289,13.125
1997-03-12,182.083328,31.375,264.955597,12.90625
1997-03-13,176.25,29.875,265.548706,12.40625
1997-03-14,177.5,29.4375,262.939514,12.59375
1997-03-17,172.916672,29.5,260.923187,12.34375
1997-03-18,175.416672,28.875,260.3302,12.1875
1997-03-19,173.75,29.4375,255.348907,12.1875
1997-03-20,168.333328,29.0,244.912003,12.3125
1997-03-21,169.166672,29.3125,243.014404,12.46875
1997-03-24,177.5,30.8125,234.9496,12.78125
1997-03-25,179.166672,30.5,241.116806,12.625
1997-03-26,174.166672,29.875,244.437607,12.4375
1997-03-27,169.583328,28.9375,242.184097,11.96875
1997-03-31,160.0,27.75,235.785797,11.5625
1997-04-01,166.25,28.0625,240.286499,11.8125
1997-04-02,157.5,27.9375,239.337906,11.46875
1997-04-03,161.25,27.75,240.168106,11.4375
1997-04-04,160.0,27.9375,244.081696,11.59375
1997-04-07,163.333328,28.125,249.774796,11.78125
1997-04-08,164.166672,29.3125,252.502594,12.0625
1997-04-09,164.166672,28.625,252.502594,11.8125
1997-04-10,163.333328,28.875,249.300201,11.65625
1997-04-11,154.583328,27.75,245.860901,11.1875
1997-04-14,161.25,27.8125,244.318893,11.3125
1997-04-15,167.5,28.0,243.251495,11.53125
1997-04-16,170.0,27.75,240.879593,11.53125
1997-04-17,167.083328,27.875,239.100494,11.84375
1997-04-18,166.666672,27.875,239.574997,11.625
1997-04-21,161.25,27.6875,243.963303,11.53125
1997-04-22,167.083328,28.4375,245.505005,11.84375
1997-04-23,166.666672,28.375,251.0793,11.71875
1997-04-24,163.75,28.4375,262.702087,11.6875
1997-04-25,162.916672,28.625,258.195404,11.6875
1997-04-28,167.5,28.875,264.837097,11.84375
1997-04-29,183.333328,29.9375,275.5112,12.28125
1997-04-30,185.0,30.1875,272.309113,12.46875
1997-05-01,180.0,30.1875,272.309113,12.53125
1997-05-02,182.083328,31.375,271.59729,12.75
1997-05-05,187.916672,31.3125,264.421906,12.875
1997-05-06,189.583328,31.4375,282.627289,13.09375
1997-05-07,181.25,29.8125,284.406189,12.65625
1997-05-08,186.25,29.625,286.778412,13.0
1997-05-09,183.333328,30.125,297.689697,13.1875
1997-05-12,185.416672,30.5,297.215302,13.375
1997-05-13,187.083328,30.25,297.096588,13.25
1997-05-14,187.916672,30.625,297.333801,13.5
1997-05-15,186.666672,30.75,300.180298,13.40625
1997-05-16,184.166672,30.1875,304.805695,13.125
1997-05-19,185.833328,29.6875,287.400085,13.1875
1997-05-20,192.083328,30.0625,285.829498,13.40625
1997-05-21,186.25,29.25,280.010101,13.0
1997-05-22,185.0,29.25,279.086395,13.03125
1997-05-23,188.333328,29.5,286.014496,13.25
1997-05-27,186.666672,28.9375,293.519897,13.125
1997-05-28,185.416672,28.875,290.402191,13.09375
1997-05-29,182.083328,29.0,281.280304,13.0625
1997-05-30,183.333328,29.4375,274.121185,13.375
1997-06-02,182.916672,29.3125,262.11261,13.3125
1997-06-03,185.833328,29.9375,268.232391,13.3125
1997-06-04,184.166672,29.8125,277.527496,13.40625
1997-06-05,187.083328,30.875,268.001404,13.5
1997-06-06,192.916672,31.625,271.81189,13.75
1997-06-09,195.0,31.9375,279.779205,13.75
1997-06-10,200.0,32.4375,282.20401,13.8125
1997-06-11,203.333328,32.875,283.358704,13.90625
1997-06-12,209.583328,33.25,283.936005,14.28125
1997-06-13,212.083328,33.6875,288.439301,14.5
1997-06-16,208.333328,34.25,280.010101,14.375
1997-06-17,212.083328,34.3125,275.968689,14.46875
1997-06-18,215.416672,33.875,275.045013,14.59375
1997-06-19,215.833328,34.625,277.354309,14.71875
1997-06-20,220.0,34.5,268.694214,14.5625
1997-06-23,211.666672,33.375,269.964386,14.34375
1997-06-24,214.583328,34.15625,270.310791,14.53125
1997-06-25,213.75,33.8125,280.471985,14.34375
1997-06-26,210.833328,33.3125,286.014496,14.21875
1997-06-27,212.5,32.625,282.89679,14.171875
1997-06-30,210.208328,32.28125,275.275909,14.0625
1997-07-01,215.833328,32.6875,283.820587,14.25
1997-07-02,222.916672,33.0625,280.010101,14.53125
1997-07-03,222.291672,34.0,286.129913,14.921875
1997-07-07,225.208328,33.65625,284.397888,14.734375
1997-07-08,222.916672,33.53125,281.164795,14.890625
1997-07-09,220.0,33.28125,283.474213,14.8125
1997-07-10,222.5,33.21875,282.665894,15.078125
1997-07-11,220.625,33.3125,280.81839,15.046875
1997-07-14,217.291672,33.65625,284.975189,14.921875
1997-07-15,220.833328,33.40625,297.096588,15.28125
1997-07-16,228.333328,34.1875,296.175598,16.0625
1997-07-17,225.833328,33.8125,302.179993,15.671875
1997-07-18,221.875,32.78125,296.291107,15.40625
1997-07-21,219.166672,33.5,286.129913,15.34375
1997-07-22,226.041672,34.15625,294.674591,15.6875
1997-07-23,227.708328,33.75,295.251892,15.578125
1997-07-24,235.833328,34.28125,286.476288,15.734375
1997-07-25,232.291672,33.875,288.439301,15.421875
1997-07-28,232.083328,33.9375,281.973114,15.40625
1997-07-29,237.916672,34.8125,286.014496,15.625
1997-07-30,239.166672,35.09375,297.099396,15.765625
1997-07-31,239.791672,35.59375,296.8685,15.765625
1997-08-01,236.458328,35.1875,298.83139,15.484375
1997-08-04,232.083328,35.3125,297.099396,15.671875
1997-08-05,232.916672,34.59375,295.020996,15.515625
1997-08-06,233.333328,35.0,306.56781,15.703125
1997-08-07,228.75,34.3125,334.28009,15.375
1997-08-08,220.416672,33.0,328.160309,14.9375
1997-08-11,224.583328,33.5625,327.467499,15.15625
1997-08-12,219.583328,33.0625,332.894501,14.703125
1997-08-13,226.458328,33.0625,325.27359,14.78125
1997-08-14,227.5,33.34375,327.698395,14.671875
1997-08-15,219.583328,32.5,322.502411,14.640625
1997-08-18,222.5,32.28125,319.269287,14.5
1997-08-19,227.083328,32.53125,321.809601,14.828125
1997-08-20,229.583328,32.90625,329.315002,15.125
1997-08-21,224.583328,32.375,325.735504,14.734375
1997-08-22,222.708328,32.0625,324.465302,14.5
1997-08-25,220.833328,32.0,324.465302,14.59375
1997-08-26,216.25,31.84375,324.234406,14.421875
1997-08-27,214.166672,31.90625,326.543793,14.390625
1997-08-28,213.333328,31.65625,328.0448,14.359375
1997-08-29,211.666672,29.875,326.197388,14.359375
1997-09-02,222.916672,29.375,333.125397,14.984375
1997-09-03,225.833328,29.15625,331.739807,14.84375
1997-09-04,225.0,28.71875,336.935913,15.09375
1997-09-05,225.0,28.4375,337.975098,14.921875
1997-09-08,225.208328,28.78125,337.628693,15.21875
1997-09-09,227.083328,29.5,335.088409,15.25
1997-09-10,220.416672,29.09375,330.469696,15.09375
1997-09-11,216.666672,28.90625,328.160309,14.75
1997-09-12,220.833328,29.5,329.199493,14.890625
1997-09-15,221.041672,29.28125,333.933685,15.109375
1997-09-16,233.958328,29.53125,343.517609,15.6875
1997-09-17,232.916672,29.46875,344.672302,15.734375
1997-09-18,235.833328,29.40625,350.676605,15.71875
1997-09-19,235.208328,29.875,349.868286,15.65625
1997-09-22,241.041672,30.5625,356.450012,15.5625
1997-09-23,240.208328,31.03125,351.831299,15.671875
1997-09-24,231.458328,31.75,350.676605,15.375
1997-09-25,228.541672,31.0,353.10141,15.109375
1997-09-26,230.625,31.4375,384.393311,15.3125
1997-09-29,228.125,31.6875,384.277802,15.4375
1997-09-30,227.708328,30.9375,386.702606,15.3125
1997-10-01,231.041672,31.3125,397.55661,15.546875
1997-10-02,233.125,31.625,403.445496,15.875
1997-10-03,238.958328,32.3125,392.014191,16.234375
1997-10-06,248.125,32.5,387.972809,16.46875
1997-10-07,250.833328,33.09375,390.859497,16.96875
1997-10-08,248.541672,32.75,380.467407,16.546875
1997-10-09,248.333328,32.78125,375.848602,16.359375
1997-10-10,248.333328,32.28125,375.271301,16.328125
1997-10-13,251.041672,32.78125,373.885712,16.40625
1997-10-14,251.458328,31.9375,375.271301,16.96875
1997-10-15,248.958328,31.40625,375.848602,16.53125
1997-10-16,246.25,31.65625,381.275604,16.3125
1997-10-17,242.916672,31.03125,386.818115,15.96875
1997-10-20,244.791672,31.0,375.964111,16.25
1997-10-21,250.625,31.53125,374.809387,16.8125
1997-10-22,254.583328,31.21875,368.805115,16.5
1997-10-23,249.375,30.9375,357.951111,16.375
1997-10-24,243.125,30.875,354.487,16.5
1997-10-27,216.666672,28.84375,350.3302,15.53125
1997-10-28,232.708328,29.65625,346.404297,16.09375
1997-10-29,235.0,30.5625,348.713593,16.09375
1997-10-30,231.458328,29.25,345.942413,15.71875
1997-10-31,233.333328,29.90625,344.787689,16.03125
1997-11-03,237.916672,30.96875,347.789886,16.5625
1997-11-04,243.125,31.15625,346.404297,16.46875
1997-11-05,248.541672,31.0,353.563293,16.46875
1997-11-06,250.833328,30.75,350.792114,16.28125
1997-11-07,247.291672,30.46875,342.247406,16.09375
1997-11-10,243.541672,29.875,349.175507,16.15625
1997-11-11,240.625,29.5,347.097107,16.0625
1997-11-12,229.791672,29.1875,341.785492,15.71875
1997-11-13,232.083328,29.71875,336.704987,15.875
1997-11-14,235.416672,30.0,337.166809,16.28125
1997-11-17,245.0,30.65625,344.09491,16.65625
1997-11-18,240.625,30.125,342.478394,16.6875
1997-11-19,244.791672,30.4375,340.169006,17.21875
1997-11-20,255.0,30.71875,334.626495,17.75
1997-11-21,252.1875,31.09375,336.935913,17.9375
1997-11-24,247.5,30.5625,331.393402,17.5
1997-11-25,246.875,30.84375,329.545898,18.1875
1997-11-26,246.25,30.0625,332.778992,18.3125
1997-11-28,254.375,30.03125,329.776886,18.71875
1997-12-01,270.3125,30.6875,333.702789,19.34375
1997-12-02,274.375,30.84375,338.321503,19.15625
1997-12-03,282.5,30.9375,343.632996,19.0
1997-12-04,280.3125,30.5,353.332397,18.59375
1997-12-05,280.0,30.5,357.027313,18.5
1997-12-08,278.125,31.0625,363.262604,18.71875
1997-12-09,272.1875,31.375,378.504395,18.71875
1997-12-10,268.4375,31.0625,384.508698,18.5
1997-12-11,261.875,31.1875,375.733185,18.40625
1997-12-12,263.4375,31.03125,377.811615,18.75
1997-12-15,269.375,32.007813,396.055603,19.4375
1997-12-16,274.375,31.375,404.138306,18.5
1997-12-17,279.6875,31.0625,392.591492,18.875
1997-12-18,275.625,30.875,387.279999,18.78125
1997-12-19,265.0,29.5625,373.885712,18.71875
1997-12-22,260.0,30.0,369.959808,18.375
1997-12-23,262.1875,30.0,371.807312,17.875
1997-12-24,257.5,29.25,366.033905,17.5625
1997-12-26,257.8125,29.78125,366.033905,17.875
1997-12-29,260.625,30.125,371.11441,18.21875
1997-12-30,268.75,30.6875,371.345398,18.9375
1997-12-31,269.375,30.40625,373.654694,19.375
1998-01-02,267.5,30.375,372.269104,19.09375
1998-01-05,265.625,31.21875,381.737488,18.90625
1998-01-06,266.875,30.8125,385.894409,18.71875
1998-01-07,258.125,31.0,393.746185,18.40625
1998-01-08,251.25,30.6875,394.900909,18.71875
1998-01-09,238.4375,29.5,381.044708,17.84375
1998-01-12,236.25,29.03125,370.190704,18.3125
1998-01-13,248.125,29.03125,372.500092,18.09375
1998-01-14,251.25,30.40625,382.892212,18.65625
1998-01-15,248.75,30.0625,394.208099,18.5
1998-01-16,253.4375,30.71875,404.600189,18.53125
1998-01-20,253.75,31.40625,393.284302,18.8125
1998-01-21,250.0,30.4375,388.434692,18.15625
1998-01-22,241.5625,29.84375,385.663391,18.0625
1998-01-23,240.0,29.59375,384.508698,17.78125
1998-01-26,235.3125,29.8125,387.510895,17.8125
1998-01-27,246.875,30.625,390.051208,18.125
1998-01-28,250.625,30.21875,407.140503,18.28125
1998-01-29,250.625,30.4375,410.604492,18.40625
1998-01-30,247.8125,29.9375,426.077301,18.21875
1998-02-02,260.625,30.71875,435.545685,18.65625
1998-02-03,266.25,31.21875,438.778809,19.21875
1998-02-04,265.9375,31.46875,449.863708,19.25
1998-02-05,265.0,31.78125,445.706787,19.1875
1998-02-06,264.6875,32.40625,444.321198,19.40625
1998-02-09,265.625,32.21875,444.552185,19.34375
1998-02-10,271.875,32.1875,444.552185,19.625
1998-02-11,270.625,32.53125,442.473694,19.875
1998-02-12,274.375,32.59375,428.617615,19.8125
1998-02-13,273.125,32.15625,435.545685,19.71875
1998-02-17,276.25,32.3125,418.687286,19.90625
1998-02-18,278.75,32.375,414.761414,20.0
1998-02-19,275.625,32.21875,430.696014,19.78125
1998-02-20,280.3125,32.53125,433.005402,19.71875
1998-02-23,278.125,33.65625,433.236298,19.90625
1998-02-24,275.3125,33.1875,429.310394,19.75
1998-02-25,280.0,34.4375,438.085999,20.125
1998-02-26,280.0,34.25,427.693787,20.53125
1998-02-27,278.125,34.25,416.608887,20.5
1998-03-02,274.375,34.03125,422.61319,20.53125
1998-03-03,278.125,34.46875,414.761414,20.71875
1998-03-04,275.625,34.53125,403.676514,20.71875
1998-03-05,278.125,33.9375,402.290802,20.90625
1998-03-06,278.75,34.53125,408.757111,21.6875
1998-03-09,277.5,34.34375,417.878998,21.46875
1998-03-10,288.75,34.96875,422.844208,21.6875
1998-03-11,295.0,35.09375,414.068604,21.65625
1998-03-12,300.0,35.1875,415.454193,21.59375
1998-03-13,301.875,34.59375,405.292999,21.5
1998-03-16,301.25,34.875,414.99231,21.71875
1998-03-17,305.0,35.28125,425.384491,21.65625
1998-03-18,303.125,35.5625,433.005402,21.53125
1998-03-19,304.0625,36.21875,430.696014,21.6875
1998-03-20,310.0,36.78125,423.99881,21.6875
1998-03-23,302.8125,36.71875,412.2211,21.25
1998-03-24,310.0,37.21875,411.990204,21.46875
1998-03-25,312.5,36.625,407.833313,20.9375
1998-03-26,315.625,36.25,407.602386,20.9375
1998-03-27,310.0,36.03125,411.066406,20.53125
1998-03-30,302.5,35.5625,411.297302,20.375
1998-03-31,300.0,36.46875,413.375793,20.78125
1998-04-01,298.125,36.5625,414.530487,20.46875
1998-04-02,306.25,36.59375,416.377899,20.90625
1998-04-03,308.4375,36.9375,410.604492,21.21875
1998-04-06,365.0,37.625,425.384491,21.1875
1998-04-07,341.875,37.71875,429.079407,21.28125
1998-04-08,336.25,37.125,423.075104,20.5625
1998-04-09,336.5625,38.21875,421.458496,21.0
1998-04-13,332.5,40.3125,421.458496,21.5625
1998-04-14,334.375,40.375,420.303894,21.1875
1998-04-15,323.75,40.1875,421.2276,21.5625
1998-04-16,316.5625,38.9375,416.608887,21.15625
1998-04-17,323.75,39.4375,413.375793,21.375
1998-04-20,321.875,39.0,413.837585,21.0
1998-04-21,325.0,38.5,411.52829,20.65625
1998-04-22,326.25,39.25,414.530487,20.625
1998-04-23,318.75,38.75,410.604492,19.96875
1998-04-24,314.375,38.25,407.371399,19.5625
1998-04-27,306.25,36.3125,399.519592,19.09375
1998-04-28,303.75,36.75,401.1362,18.84375
1998-04-29,303.4375,36.90625,393.284302,19.40625
1998-04-30,305.9375,38.0,398.364899,19.9375
1998-05-01,310.9375,39.09375,407.371399,20.21875
1998-05-04,309.375,38.5,407.371399,19.6875
1998-05-05,305.625,38.0,412.2211,19.71875
1998-05-06,299.375,36.96875,410.604492,19.21875
1998-05-07,301.25,36.6875,405.985809,18.78125
1998-05-08,298.125,37.21875,408.757111,19.1875
1998-05-11,303.4375,36.78125,415.916107,18.9375
1998-05-12,309.6875,38.40625,405.523895,19.15625
1998-05-13,308.125,37.875,408.526093,19.0625
1998-05-14,303.75,37.8125,403.445496,19.03125
1998-05-15,313.125,37.5625,397.903015,19.03125
1998-05-18,313.125,37.59375,386.587189,18.8125
1998-05-19,317.8125,37.96875,388.203705,19.21875
1998-05-20,324.375,38.75,388.896515,19.84375
1998-05-21,317.1875,38.5,385.663391,20.0
1998-05-22,315.625,38.46875,391.667786,19.8125
1998-05-26,313.75,38.0625,390.743988,19.3125
1998-05-27,305.3125,37.59375,381.044708,19.25
1998-05-28,308.125,38.0,379.659088,19.5625
1998-05-29,306.25,37.75,377.349701,19.4375
1998-06-01,315.0,37.65625,385.201599,19.5625
1998-06-02,319.375,37.65625,382.430298,19.65625
1998-06-03,312.5,37.28125,384.046906,19.3125
1998-06-04,315.625,37.6875,383.815887,19.53125
1998-06-05,321.875,38.15625,387.049011,19.84375
1998-06-08,324.375,38.59375,403.445496,18.40625
1998-06-09,323.125,38.71875,408.064209,17.96875
1998-06-10,318.125,39.03125,401.82901,18.125
1998-06-11,310.0,39.03125,394.208099,17.75
1998-06-12,311.25,38.625,385.201599,17.53125
1998-06-15,299.375,37.6875,389.127502,17.125
1998-06-16,300.0,37.40625,387.279999,17.1875
1998-06-17,310.0,37.875,396.517395,17.90625
1998-06-18,308.125,38.28125,396.517395,17.78125
1998-06-19,306.5625,38.09375,396.748413,17.375
1998-06-22,303.4375,37.65625,393.746185,17.6875
1998-06-23,304.6875,37.375,395.362793,18.0
1998-06-24,313.4375,38.75,396.517395,18.34375
1998-06-25,310.0,38.6875,400.212402,18.375
1998-06-26,307.5,39.09375,404.138306,18.375
1998-06-29,307.1875,39.25,400.674286,18.6875
1998-06-30,303.125,38.34375,399.057709,18.75
1998-07-01,315.625,39.96875,397.903015,19.28125
1998-07-02,318.125,41.125,399.057709,19.15625
1998-07-06,319.0625,41.84375,400.212402,19.34375
1998-07-07,322.8125,42.125,398.826813,19.28125
1998-07-08,346.25,43.5,400.674286,19.5625
1998-07-09,341.875,43.0,412.91391,19.25
1998-07-10,345.0,43.59375,414.99231,19.4375
1998-07-13,350.3125,43.5,423.536987,19.0625
1998-07-14,355.3125,43.96875,439.702515,19.6875
1998-07-15,351.875,43.0,439.933411,19.4375
1998-07-16,354.6875,42.5,442.704712,19.6875
1998-07-17,358.4375,42.84375,450.094604,19.53125
1998-07-20,363.125,42.28125,442.935608,19.375
1998-07-21,345.0,41.3125,430.92691,18.84375
1998-07-22,346.25,41.875,422.61319,19.09375
1998-07-23,335.625,41.65625,412.683014,18.75
1998-07-24,332.5,41.125,412.91391,18.46875
1998-07-27,337.5,41.03125,406.909607,18.75
1998-07-28,330.0,39.9375,406.447693,18.28125
1998-07-29,331.25,39.6875,403.2146,18.3125
1998-07-30,341.5625,40.6875,407.602386,18.5
1998-07-31,336.25,39.875,404.138306,17.96875
1998-08-03,326.5625,39.4375,397.441193,17.90625
1998-08-04,309.0625,37.40625,397.210205,17.125
1998-08-05,313.75,38.375,393.053406,17.0
1998-08-06,315.625,38.96875,381.737488,17.03125
1998-08-07,305.9375,37.75,383.354095,17.09375
1998-08-10,307.8125,36.96875,384.970612,16.75
1998-08-11,293.75,35.53125,372.730988,16.5625
1998-08-12,295.9375,36.28125,374.116608,16.84375
1998-08-13,283.75,36.03125,359.567596,16.84375
1998-08-14,280.0,35.03125,351.484894,16.3125
1998-08-17,290.9375,36.59375,347.789886,16.5
1998-08-18,297.8125,37.46875,368.112305,17.15625
1998-08-19,290.9375,36.4375,376.887909,16.9375
1998-08-20,280.9375,35.6875,372.961914,16.5625
1998-08-21,273.125,35.15625,350.792114,16.03125
1998-08-24,269.375,35.1875,347.328003,16.09375
1998-08-25,275.625,35.3125,363.493591,15.875
1998-08-26,273.125,34.625,354.487,15.9375
1998-08-27,252.5,32.5,345.018707,15.375
1998-08-28,241.5625,31.15625,326.774689,15.15625
1998-08-31,221.875,28.75,326.774689,14.875
1998-09-01,216.875,28.6875,308.761688,15.34375
1998-09-02,222.5,29.375,296.291107,15.5
1998-09-03,205.625,28.625,275.737793,15.3125
1998-09-04,195.3125,27.0,284.051514,14.9375
1998-09-08,210.9375,28.28125,302.064514,16.03125
1998-09-09,200.3125,26.875,295.598297,15.90625
1998-09-10,197.5,25.1875,271.11911,15.4375
1998-09-11,204.375,27.25,257.955688,16.15625
1998-09-14,207.5,28.5,257.724792,16.4375
1998-09-15,214.6875,28.40625,251.720398,16.8125
1998-09-16,215.625,29.5,260.265106,17.15625
1998-09-17,203.4375,28.03125,259.803192,16.96875
1998-09-18,200.9375,26.625,261.650696,16.625
1998-09-21,198.125,25.96875,245.485107,17.0
1998-09-22,196.875,27.0,251.720398,17.75
1998-09-23,214.6875,29.375,254.0298,18.3125
1998-09-24,202.5,27.1875,245.947006,18.0
1998-09-25,201.25,28.03125,229.319595,18.25
1998-09-28,202.5,28.53125,233.245499,18.34375
1998-09-29,195.9375,27.78125,236.247696,18.53125
1998-09-30,187.5,26.75,221.929703,18.0
1998-10-01,178.75,26.84375,205.533203,17.25
1998-10-02,192.8125,27.53125,193.524506,17.28125
1998-10-05,172.5,26.0,200.221603,16.8125
1998-10-06,172.5,25.8125,218.003693,16.375
1998-10-07,158.75,24.46875,229.781494,15.84375
1998-10-08,162.5,24.8125,217.080002,15.8125
1998-10-09,177.1875,26.9375,223.7771,17.0625
1998-10-12,174.6875,26.40625,245.254196,16.25
1998-10-13,174.21875,26.96875,243.637695,16.4375
1998-10-14,178.125,24.03125,234.862106,16.6875
1998-10-15,199.0625,24.5,247.1017,17.8125
1998-10-16,209.0625,24.8125,260.957886,18.03125
1998-10-19,213.75,26.4375,265.576599,18.375
1998-10-20,226.5625,28.03125,280.587494,18.9375
1998-10-21,219.6875,27.21875,283.358704,18.96875
1998-10-22,225.3125,28.5625,291.672394,18.65625
1998-10-23,233.125,28.125,288.670197,18.5
1998-10-26,231.5625,28.3125,299.755188,18.40625
1998-10-27,217.8125,26.96875,300.21701,18.09375
1998-10-28,221.5625,27.4375,288.901215,18.34375
1998-10-29,227.5,28.5625,286.129913,18.46875
1998-10-30,235.0,28.75,297.214905,18.59375
1998-11-02,230.625,29.25,289.593994,18.59375
1998-11-03,220.625,29.0625,300.21701,18.90625
1998-11-04,220.625,30.1875,309.223511,19.0
1998-11-05,225.0,31.375,295.367401,19.875
1998-11-06,230.625,31.21875,285.206207,20.0
1998-11-09,224.375,30.0625,278.278107,19.53125
1998-11-10,217.5,29.65625,282.89679,19.84375
1998-11-11,211.875,28.5,278.278107,19.65625
1998-11-12,209.6875,27.875,276.661499,19.40625
1998-11-13,216.875,29.21875,279.4328,19.21875
1998-11-16,220.625,29.875,286.360901,19.4375
1998-11-17,226.5625,30.375,282.89679,20.3125
1998-11-18,221.25,30.625,274.813995,20.21875
1998-11-19,222.1875,30.78125,293.981812,20.0625
1998-11-20,225.3125,31.53125,304.835785,19.9375
1998-11-23,245.0,32.59375,323.079712,19.625
1998-11-24,253.125,32.40625,335.088409,19.09375
1998-11-25,261.875,33.03125,334.857513,19.0625
1998-11-27,264.375,33.125,317.306305,18.65625
1998-11-30,251.25,32.59375,317.537201,18.0625
1998-12-01,250.0,32.53125,306.683197,18.3125
1998-12-02,251.5625,32.53125,304.604797,18.59375
1998-12-03,240.9375,31.1875,305.759491,17.78125
1998-12-04,247.8125,32.3125,302.526398,18.5625
1998-12-07,245.3125,31.71875,297.676697,18.4375
1998-12-08,242.5,30.625,295.136414,17.53125
1998-12-09,246.25,30.40625,292.134308,17.25
1998-12-10,239.6875,29.875,296.291107,17.5
1998-12-11,238.75,29.4375,283.5896,18.125
1998-12-14,230.3125,28.1875,278.73999,17.375
1998-12-15,243.75,28.5625,271.350006,17.28125
1998-12-16,238.125,27.9375,278.278107,17.6875
1998-12-17,250.0,30.125,285.437103,19.375
1998-12-18,249.375,29.625,293.981812,19.34375
1998-12-21,255.625,30.28125,308.761688,19.125
1998-12-22,252.1875,30.03125,304.142914,18.6875
1998-12-23,258.75,30.78125,304.373901,18.6875
1998-12-24,258.125,30.9375,299.986115,18.875
1998-12-28,255.3125,30.4375,299.986115,19.0625
1998-12-29,255.0,30.5,307.837891,19.65625
1998-12-30,252.8125,30.84375,299.293304,19.625
1998-12-31,248.4375,30.0625,299.293304,19.96875
1999-01-04,251.5625,30.25,297.445801,19.9375
1999-01-05,256.25,30.65625,309.916412,20.09375
1999-01-06,271.875,32.1875,329.776886,19.90625
1999-01-07,292.5,33.78125,328.853088,19.96875
1999-01-08,289.6875,34.96875,330.238708,19.90625
1999-01-11,288.75,34.96875,324.465302,19.15625
1999-01-12,278.75,33.46875,323.079712,18.59375
