date,Wellfargo_OT,BAC_OT,Barclay_OT,OT
1995-05-12,7.0625,13.5,153.341599,70.135002
1995-05-15,7.03125,13.71875,154.034393,72.832497
1995-05-16,6.90625,13.84375,156.553894,72.209999
1995-05-17,6.9375,13.71875,153.110703,70.964996
1995-05-18,6.8125,13.65625,151.494095,69.097504
1995-05-19,6.75,13.4375,150.108505,69.927498
1995-05-22,6.8125,13.625,152.417892,69.512497
1995-05-23,7.0625,13.84375,152.764297,70.342499
1995-05-24,7.0,14.0625,154.554504,70.135002
1995-05-25,6.90625,14.0625,156.574707,68.889999
1995-05-26,6.9375,13.8125,155.189102,69.512497
1995-05-30,7.03125,13.84375,154.496307,69.097504
1995-05-31,7.09375,14.15625,155.535507,69.927498
1995-06-01,7.125,14.1875,157.498398,72.209999
1995-06-02,7.21875,14.25,160.154205,73.870003
1995-06-05,7.21875,14.28125,165.003906,73.662498
1995-06-06,7.15625,14.15625,164.888397,73.040001
1995-06-07,7.125,13.96875,159.576904,70.7575
1995-06-08,7.09375,13.6875,157.729401,69.720001
1995-06-09,7.125,13.4375,155.651001,68.889999
1995-06-12,7.03125,13.53125,156.343796,69.512497
1995-06-13,7.125,13.875,156.343796,70.7575
1995-06-14,7.09375,13.78125,156.921097,69.720001
1995-06-15,7.125,13.65625,157.960297,69.720001
1995-06-16,7.09375,13.75,156.805603,69.720001
1995-06-19,7.125,13.96875,156.574707,71.587502
1995-06-20,7.21875,14.0,161.298004,70.342499
1995-06-21,7.15625,14.125,158.422195,71.794998
1995-06-22,7.1875,14.34375,160.521896,74.077499
1995-06-23,7.28125,14.0625,161.193405,73.870003
1995-06-26,7.28125,13.96875,156.112793,71.587502
1995-06-27,7.21875,13.6875,156.574707,70.550003
1995-06-28,7.28125,13.71875,153.341599,70.7575
1995-06-29,7.25,13.5,154.265305,72.417503
1995-06-30,7.1875,13.40625,155.997406,72.625
1995-07-03,7.1875,13.5,157.151993,73.662498
1995-07-05,7.15625,13.625,161.308899,74.077499
1995-07-06,7.21875,13.84375,161.193405,74.4925
1995-07-07,7.34375,13.9375,166.043106,76.567497
1995-07-10,7.375,13.75,166.043106,76.775002
1995-07-11,7.3125,13.875,166.043106,76.152496
1995-07-12,7.3125,14.0,165.119293,76.775002
1995-07-13,7.375,14.09375,165.581207,75.945
1995-07-14,7.25,13.9375,164.657501,75.322502
1995-07-17,7.1875,13.875,166.043106,78.227501
1995-07-18,7.15625,14.125,163.964706,78.019997
1995-07-19,7.0,13.96875,162.117203,75.114998
1995-07-20,7.0,14.125,162.117203,74.285004
1995-07-21,7.125,13.875,163.733704,74.285004
1995-07-24,7.0625,13.78125,164.195602,75.114998
1995-07-25,7.125,14.03125,163.964706,75.529999
1995-07-26,7.125,14.21875,166.966797,76.982498
1995-07-27,7.15625,14.125,167.1978,77.190002
1995-07-28,7.0625,14.03125,170.199905,78.019997
1995-07-31,7.0625,14.03125,169.045303,78.642502
1995-08-01,7.0,14.03125,171.023193,78.019997
1995-08-02,6.84375,14.21875,174.106903,78.849998
1995-08-03,6.8125,14.21875,168.583405,78.019997
1995-08-04,6.875,14.34375,168.005997,78.227501
1995-08-07,6.96875,14.625,172.509293,79.68
1995-08-08,7.0,14.875,167.659607,79.887497
1995-08-09,7.0,14.90625,164.816406,79.264999
1995-08-10,7.03125,14.90625,162.578995,78.227501
1995-08-11,6.96875,14.53125,163.502808,78.019997
1995-08-14,7.03125,14.5,161.193405,78.434998
1995-08-15,7.03125,14.65625,162.637207,78.434998
1995-08-16,7.0625,14.875,163.733704,78.019997
1995-08-17,7.03125,14.84375,163.271896,76.775002
1995-08-18,7.03125,14.96875,165.350296,78.227501
1995-08-21,7.125,14.9375,166.735901,78.019997
1995-08-22,7.28125,14.96875,165.350296,79.264999
1995-08-23,7.1875,14.90625,165.119293,79.472504
1995-08-24,7.28125,15.09375,170.786102,80.510002
1995-08-25,7.375,15.375,166.966797,81.962502
1995-08-28,7.625,15.53125,166.966797,80.302498
1995-08-29,7.46875,15.40625,165.581207,79.887497
1995-08-30,7.53125,15.34375,166.274002,79.68
1995-08-31,7.53125,15.34375,166.505005,79.68
1995-09-01,7.59375,15.375,168.064194,80.095001
1995-09-05,7.625,15.21875,170.661804,82.169998
1995-09-06,7.6875,15.375,173.664001,81.547501
1995-09-07,7.65625,15.59375,172.740204,81.1325
1995-09-08,7.71875,15.875,173.664001,83.0
1995-09-11,7.6875,16.0625,173.432999,83.0
1995-09-12,7.75,16.09375,173.432999,83.830002
1995-09-13,7.625,16.1875,176.666199,84.245003
1995-09-14,7.78125,16.4375,176.897095,86.735001
1995-09-15,7.875,16.71875,177.733994,87.565002
1995-09-18,7.78125,16.625,173.202103,86.942497
1995-09-19,7.78125,17.0625,176.406601,86.942497
1995-09-20,7.8125,17.125,175.973297,86.32
1995-09-21,7.78125,17.03125,175.280502,84.660004
1995-09-22,7.78125,17.0,173.664001,83.415001
1995-09-25,7.9375,16.875,173.548492,83.415001
1995-09-26,7.96875,16.78125,172.971207,84.245003
1995-09-27,7.9375,17.0,171.123703,84.8675
1995-09-28,8.09375,17.03125,171.123703,87.357498
1995-09-29,8.125,16.8125,172.314407,88.1875
1995-10-02,8.03125,17.03125,173.202103,87.357498
1995-10-03,8.09375,17.3125,172.509293,87.291664
1995-10-04,8.125,17.5,172.971207,86.041664
1995-10-05,8.1875,17.40625,173.432999,85.833336
1995-10-06,8.15625,17.4375,172.971207,88.125
1995-10-09,8.0625,17.5,171.816498,86.666664
1995-10-10,8.0625,17.28125,167.428696,85.0
1995-10-11,8.0,17.4375,167.890594,86.041664
1995-10-12,8.1875,18.03125,172.971207,89.375
1995-10-13,8.15625,17.90625,174.818695,90.416664
1995-10-16,8.375,17.8125,174.356796,88.541664
1995-10-17,8.46875,17.96875,173.664001,89.375
1995-10-18,8.40625,18.15625,177.128006,88.541664
1995-10-19,8.09375,17.9375,177.358994,87.083336
1995-10-20,8.0,17.5,174.1259,84.166664
1995-10-23,8.0,17.6875,170.777298,82.5
1995-10-24,7.71875,17.34375,171.354599,82.5
1995-10-25,7.53125,16.46875,170.8927,83.125
1995-10-26,7.59375,16.25,170.199905,82.5
1995-10-27,7.53125,16.875,170.199905,83.333336
1995-10-30,7.5,16.5,169.8535,83.541664
1995-10-31,7.375,16.4375,171.470093,84.166664
1995-11-01,7.46875,16.71875,170.084503,86.458336
1995-11-02,7.71875,17.125,171.311203,87.708336
1995-11-03,7.71875,16.875,173.432999,89.166664
1995-11-06,8.0,16.875,174.356796,91.041664
1995-11-07,8.03125,16.71875,177.589905,88.75
1995-11-08,8.03125,16.96875,177.431,92.5
1995-11-09,8.125,17.34375,175.504105,95.208336
1995-11-10,8.125,17.34375,175.049606,92.291664
1995-11-13,7.96875,17.25,176.2043,90.0
1995-11-14,7.9375,17.09375,177.128006,87.5
1995-11-15,7.90625,16.9375,177.820801,88.541664
1995-11-16,7.96875,17.28125,180.389801,90.625
1995-11-17,7.96875,17.6875,180.822998,91.666664
1995-11-20,7.9375,17.5625,182.901398,90.0
1995-11-21,7.96875,17.71875,183.132401,88.75
1995-11-22,7.8125,17.8125,186.827301,88.75
1995-11-24,7.96875,17.8125,185.2108,90.833336
1995-11-27,8.0,18.125,184.979904,89.375
1995-11-28,8.15625,17.96875,183.594193,91.875
1995-11-29,8.0,17.90625,181.053894,98.125
1995-11-30,8.25,17.875,185.492798,99.166664
1995-12-01,8.25,17.9375,182.439606,98.958336
1995-12-04,8.46875,18.34375,183.363297,100.416664
1995-12-05,8.53125,18.1875,183.594193,103.958336
1995-12-06,8.65625,18.625,180.592102,103.333336
1995-12-07,8.5,18.40625,179.264603,102.291664
1995-12-08,8.5,18.40625,177.532593,101.666664
1995-12-11,8.28125,18.25,184.306702,101.25
1995-12-12,8.3125,18.25,178.2827,101.041664
1995-12-13,8.4375,18.0625,179.588898,101.875
1995-12-14,8.46875,17.53125,179.668304,102.291664
1995-12-15,8.40625,17.5,177.936295,100.833336
1995-12-18,8.28125,17.1875,174.1259,97.291664
1995-12-19,8.53125,17.34375,173.432999,98.125
1995-12-20,8.3125,17.5,171.123703,96.25
1995-12-21,8.3125,17.21875,170.8927,95.416664
1995-12-22,8.34375,17.125,172.509293,97.916664
1995-12-26,8.375,17.09375,172.509293,100.625
1995-12-27,8.34375,17.15625,171.585602,104.583336
1995-12-28,8.34375,17.40625,170.661804,105.833336
1995-12-29,8.25,17.40625,170.661804,104.375
1996-01-02,8.21875,17.34375,175.049606,102.916664
1996-01-03,8.25,17.1875,179.668304,102.083336
1996-01-04,8.125,16.78125,180.361099,102.708336
1996-01-05,8.21875,16.4375,178.051804,101.041664
1996-01-08,8.21875,16.65625,176.435196,100.416664
1996-01-09,8.195313,16.550781,176.319794,99.895836
1996-01-10,7.75,16.3125,174.703201,95.833336
1996-01-11,7.96875,16.40625,172.278397,95.833336
1996-01-12,8.03125,16.53125,173.296295,98.333336
1996-01-15,7.84375,16.40625,171.816498,97.708336
1996-01-16,8.03125,16.5,174.703201,100.0
1996-01-17,8.0625,16.59375,175.511505,103.541664
1996-01-18,7.875,16.46875,177.705399,101.041664
1996-01-19,8.0,16.6875,178.2827,102.291664
1996-01-22,8.125,16.75,179.206497,101.875
1996-01-23,8.09375,16.78125,179.899307,102.916664
1996-01-24,8.125,16.75,181.284897,103.333336
1996-01-25,8.0625,16.75,181.544495,101.666664
1996-01-26,8.09375,16.75,181.862198,101.25
1996-01-29,8.125,17.125,183.132401,103.75
1996-01-30,8.5,17.25,181.284897,107.291664
1996-01-31,8.59375,17.46875,183.594193,109.583336
1996-02-01,8.46875,17.1875,183.132401,108.125
1996-02-02,8.34375,17.1875,183.594193,106.041664
1996-02-05,8.34375,17.28125,184.287003,106.041664
1996-02-06,8.53125,17.375,184.287003,106.666664
1996-02-07,8.6875,17.625,182.208603,107.291664
1996-02-08,9.0625,18.375,181.053894,108.958336
1996-02-09,9.0,18.375,180.361099,108.75
1996-02-12,9.0625,18.40625,180.592102,110.208336
1996-02-13,9.09375,18.46875,181.977707,111.25
1996-02-14,9.03125,18.28125,183.016907,112.5
1996-02-15,8.9375,18.5,186.480896,112.708336
1996-02-16,8.875,18.3125,187.058304,112.083336
1996-02-20,8.75,18.0,191.422699,109.791664
1996-02-21,8.875,18.40625,184.518005,110.416664
1996-02-22,9.125,18.59375,187.8647,114.791664
1996-02-23,9.125,18.65625,183.363297,116.458336
1996-02-26,9.09375,18.90625,178.051804,115.625
1996-02-27,9.0625,18.75,176.666199,115.0
1996-02-28,9.09375,18.6875,180.361099,115.208336
1996-02-29,9.125,18.4375,179.206497,111.458336
1996-03-01,9.15625,18.8125,180.592102,113.75
1996-03-04,9.21875,19.15625,181.934692,114.375
1996-03-05,9.25,19.625,176.709595,112.708336
1996-03-06,9.15625,19.46875,175.973297,112.708336
1996-03-07,8.96875,19.34375,173.664001,112.083336
1996-03-08,8.625,18.59375,169.276199,105.416664
1996-03-11,8.53125,18.5625,164.888397,104.375
1996-03-12,8.53125,18.40625,158.884094,102.083336
1996-03-13,8.4375,18.34375,160.500595,104.583336
1996-03-14,8.5625,18.40625,162.578995,104.375
1996-03-15,8.6875,18.5,160.616104,103.75
1996-03-18,8.9375,18.96875,164.657501,106.666664
1996-03-19,8.96875,18.78125,168.352493,106.875
1996-03-20,8.8125,18.78125,166.735901,106.458336
1996-03-21,8.6875,18.5,168.352493,107.291664
1996-03-22,8.8125,18.8125,169.738098,108.125
1996-03-25,9.0625,18.96875,169.045303,107.5
1996-03-26,9.09375,19.25,167.428696,109.166664
1996-03-27,9.09375,19.625,168.352493,108.75
1996-03-28,9.21875,19.71875,167.1978,107.916664
1996-03-29,9.1875,20.03125,167.890594,110.0
1996-04-01,9.34375,20.6875,167.1978,110.416664
1996-04-02,9.375,20.5625,167.890594,110.0
1996-04-03,9.25,20.5,166.274002,110.208336
1996-04-04,9.25,20.5625,166.966797,109.791664
1996-04-08,8.96875,20.15625,166.966797,104.166664
1996-04-09,9.0625,19.84375,167.082306,102.916664
1996-04-10,8.90625,19.0625,169.276199,99.166664
1996-04-11,8.75,18.875,167.775101,98.541664
1996-04-12,9.0,19.25,169.045303,101.458336
1996-04-15,9.1875,19.75,169.968994,103.958336
1996-04-16,9.09375,19.28125,173.664001,103.333336
1996-04-17,9.0,19.3125,172.920395,100.625
1996-04-18,9.0,19.3125,172.162903,101.041664
1996-04-19,9.125,19.25,171.932007,101.875
1996-04-22,9.15625,19.5,172.047394,102.5
1996-04-23,9.15625,19.53125,171.816498,104.375
1996-04-24,9.09375,19.5,170.430893,102.708336
1996-04-25,9.0,19.75,170.315399,103.333336
1996-04-26,9.09375,19.9375,169.276199,103.541664
1996-04-29,9.09375,19.75,168.352493,102.708336
1996-04-30,9.03125,19.96875,169.968994,102.5
1996-05-01,9.03125,20.0,170.661804,101.875
1996-05-02,8.65625,19.375,171.008194,98.541664
1996-05-03,8.75,19.46875,171.585602,96.458336
1996-05-06,8.625,19.1875,171.585602,95.208336
1996-05-07,8.625,19.3125,172.047394,95.0
1996-05-08,8.78125,19.78125,172.509293,98.333336
1996-05-09,8.75,19.75,172.971207,97.916664
1996-05-10,8.875,20.09375,173.202103,98.75
1996-05-13,8.96875,20.125,172.855698,100.0
1996-05-14,8.9375,20.3125,176.088806,101.25
1996-05-15,8.96875,20.125,178.975494,101.666664
1996-05-16,8.9375,20.15625,179.437393,101.458336
1996-05-17,9.0,20.3125,182.208603,102.916664
1996-05-20,9.0,20.4375,181.284897,103.333336
1996-05-21,9.0,20.46875,180.592102,104.166664
1996-05-22,9.09375,20.65625,179.206497,105.0
1996-05-23,9.03125,20.375,183.832306,103.75
1996-05-24,9.1875,20.375,178.744598,103.958336
1996-05-28,8.96875,20.1875,179.206497,101.875
1996-05-29,8.96875,20.09375,177.358994,102.1875
1996-05-30,8.90625,20.28125,174.472305,104.0625
1996-05-31,8.71875,20.28125,173.432999,103.75
1996-06-03,8.75,20.40625,175.049606,104.0625
1996-06-04,8.8125,21.0,178.744598,105.9375
1996-06-05,8.8125,21.09375,180.476593,108.125
1996-06-06,8.9375,20.96875,177.358994,107.5
1996-06-07,8.75,20.59375,175.742401,104.0625
1996-06-10,8.6875,20.53125,177.358994,105.9375
1996-06-11,8.71875,20.65625,179.899307,106.5625
1996-06-12,8.65625,20.8125,179.437393,107.5
1996-06-13,8.65625,20.96875,178.975494,109.0625
1996-06-14,8.6875,20.8125,179.206497,107.8125
1996-06-17,8.5625,20.75,180.592102,107.8125
1996-06-18,8.65625,20.53125,184.748901,109.375
1996-06-19,8.53125,20.21875,184.287003,108.4375
1996-06-20,8.5,19.96875,182.208603,107.8125
1996-06-21,8.46875,19.71875,182.208603,109.0625
1996-06-24,8.5625,20.03125,181.053894,109.6875
1996-06-25,8.65625,20.25,178.167206,112.5
1996-06-26,8.5625,20.0625,177.820801,110.9375
1996-06-27,8.6875,20.375,175.511505,111.875
1996-06-28,8.71875,20.65625,178.513596,114.0625
1996-07-01,8.75,21.0625,181.284897,115.0
1996-07-02,8.5625,21.0,181.284897,116.875
1996-07-03,8.625,21.15625,179.206497,114.6875
1996-07-05,8.34375,20.5,184.518005,111.25
1996-07-08,8.125,20.09375,184.1716,108.75
1996-07-09,8.34375,20.0,182.785995,108.4375
1996-07-10,8.4375,20.34375,183.594193,107.1875
1996-07-11,8.25,20.09375,182.901398,103.125
1996-07-12,8.1875,20.078125,182.554993,103.75
1996-07-15,8.21875,19.8125,183.132401,100.9375
1996-07-16,8.21875,19.78125,180.592102,101.875
1996-07-17,8.34375,20.15625,179.321899,104.375
1996-07-18,8.5,20.46875,182.901398,106.5625
1996-07-19,8.46875,20.4375,185.2108,105.0
1996-07-22,8.375,20.4375,184.1716,102.8125
1996-07-23,8.28125,20.59375,185.672699,102.8125
1996-07-24,8.25,20.78125,184.287003,101.5625
1996-07-25,8.375,20.90625,184.979904,102.5
1996-07-26,8.53125,20.875,185.441696,101.875
1996-07-29,8.46875,20.84375,185.672699,102.5
1996-07-30,8.71875,21.21875,187.058304,101.5625
1996-07-31,8.875,21.5,188.212997,105.625
1996-08-01,9.03125,21.5,190.753296,110.3125
1996-08-02,9.25,22.125,193.293594,112.1875
1996-08-05,9.125,22.03125,195.141098,110.625
1996-08-06,9.125,22.125,201.491806,111.5625
1996-08-07,9.15625,22.21875,207.842499,114.375
1996-08-08,9.3125,22.4375,207.380707,113.75
1996-08-09,9.28125,22.75,205.071304,113.4375
1996-08-12,9.34375,22.8125,202.992905,114.6875
1996-08-13,9.3125,22.6875,206.918793,112.5
1996-08-14,9.25,22.65625,206.456894,111.875
1996-08-15,9.34375,22.71875,209.921005,111.5625
1996-08-16,9.5625,22.90625,212.6922,114.0625
1996-08-19,9.53125,23.125,214.539703,114.6875
1996-08-20,9.625,23.09375,215.001602,115.625
1996-08-21,9.53125,23.09375,211.537506,114.375
1996-08-22,9.59375,23.46875,211.883896,115.625
1996-08-23,9.5,23.34375,211.422104,114.375
1996-08-26,9.53125,23.4375,211.537506,114.0625
1996-08-27,9.625,23.40625,210.267395,114.6875
1996-08-28,9.65625,23.3125,211.075699,113.125
1996-08-29,9.53125,23.09375,211.075699,110.625
1996-08-30,9.40625,21.28125,209.921005,108.4375
1996-09-03,9.4375,21.0,208.5354,110.625
1996-09-04,9.5625,20.9375,209.921005,108.75
1996-09-05,9.53125,20.5,209.343597,107.5
1996-09-06,9.65625,20.90625,208.881805,109.375
1996-09-09,9.75,21.21875,210.382797,112.5
1996-09-10,9.65625,21.0625,214.424194,111.875
1996-09-11,9.71875,21.03125,219.042999,112.8125
1996-09-12,9.8125,21.21875,217.541901,113.75
1996-09-13,10.09375,21.40625,218.465607,117.1875
1996-09-16,10.0625,21.53125,218.234695,117.5
1996-09-17,9.90625,21.46875,219.273895,117.5
1996-09-18,9.90625,21.40625,219.042999,115.625
1996-09-19,10.0,21.15625,219.389404,117.5
1996-09-20,10.0,20.875,218.5811,118.75
1996-09-23,10.125,21.03125,216.964493,118.75
1996-09-24,10.125,21.0,215.348007,117.8125
1996-09-25,10.125,21.34375,215.117004,119.6875
1996-09-26,10.15625,21.53125,214.308807,121.875
1996-09-27,10.125,21.65625,213.846893,122.1875
1996-09-30,10.1875,21.71875,216.849106,122.8125
1996-10-01,10.5,21.59375,219.273895,124.6875
1996-10-02,10.5625,21.84375,219.042999,127.5
1996-10-03,10.53125,21.90625,218.927505,127.5
1996-10-04,10.6875,22.15625,222.7379,132.8125
1996-10-07,10.625,22.21875,225.047302,132.8125
1996-10-08,10.59375,22.21875,223.315308,130.0
1996-10-09,10.5625,22.09375,223.661697,128.4375
1996-10-10,10.5625,21.875,220.082199,126.875
1996-10-11,10.625,22.0625,220.6595,129.6875
1996-10-14,10.59375,22.3125,223.084305,132.5
1996-10-15,10.59375,22.21875,225.278198,131.875
1996-10-16,10.59375,22.0625,225.278198,131.875
1996-10-17,10.71875,22.15625,227.703094,133.125
1996-10-18,10.78125,22.46875,230.127899,132.5
1996-10-21,10.8125,22.84375,231.282593,133.125
1996-10-22,10.71875,22.71875,231.628998,132.5
1996-10-23,10.71875,22.625,229.435104,133.75
1996-10-24,10.625,22.65625,227.703094,133.125
1996-10-25,10.71875,22.625,229.781494,131.5625
1996-10-28,10.59375,22.65625,226.779297,130.3125
1996-10-29,10.8125,23.125,223.892593,135.9375
1996-10-30,10.84375,23.53125,220.428604,135.0
1996-10-31,10.96875,23.5625,222.7379,135.625
1996-11-01,10.90625,23.21875,222.622498,135.625
1996-11-04,11.0,23.375,220.890396,138.4375
1996-11-05,11.15625,23.78125,221.236801,144.0625
1996-11-06,11.09375,23.78125,221.929703,150.625
1996-11-07,11.0625,23.65625,216.964493,151.5625
1996-11-08,10.90625,23.53125,218.927505,156.25
1996-11-11,10.84375,23.40625,217.888306,149.6875
1996-11-12,10.75,23.25,219.6203,151.5625
1996-11-13,10.71875,23.46875,220.890396,149.6875
1996-11-14,10.9375,23.78125,220.6595,149.6875
1996-11-15,10.90625,24.03125,222.160599,150.9375
1996-11-18,10.875,24.28125,222.968903,150.9375
1996-11-19,11.25,24.75,225.393707,151.25
1996-11-20,11.09375,25.0625,227.356705,151.875
1996-11-21,11.0625,24.875,225.509201,149.0625
1996-11-22,11.34375,25.53125,229.666,150.3125
1996-11-25,11.53125,26.0625,231.7444,155.416672
1996-11-26,11.5625,25.78125,233.822906,152.083328
1996-11-27,11.375,25.875,231.628998,150.416672
1996-11-29,11.6875,25.90625,236.363205,150.0
1996-12-02,11.59375,25.6875,233.591904,148.333328
1996-12-03,11.34375,25.0,235.785797,145.416672
1996-12-04,11.0625,24.472656,234.631104,144.322922
1996-12-05,11.0,23.96875,238.787994,142.5
1996-12-06,11.0,24.40625,231.397995,141.25
1996-12-09,11.28125,24.59375,236.132202,147.083328
1996-12-10,11.15625,24.375,239.249893,147.083328
1996-12-11,10.90625,24.03125,237.517807,143.333328
1996-12-12,10.75,23.21875,237.286896,140.0
1996-12-13,10.6875,23.34375,231.513504,140.833328
1996-12-16,10.5,23.0625,236.847198,140.416672
1996-12-17,10.75,23.8125,236.7285,141.25
1996-12-18,10.8125,23.53125,240.879593,144.166672
1996-12-19,11.25,24.625,232.321793,147.916672
1996-12-20,11.5,24.71875,229.550507,150.833328
1996-12-23,11.34375,24.625,237.677399,151.666672
1996-12-24,11.34375,24.53125,230.936203,154.166672
1996-12-26,11.4375,24.71875,230.936203,154.583328
1996-12-27,11.34375,24.84375,230.127899,153.75
1996-12-30,11.3125,25.28125,230.936203,157.916672
1996-12-31,10.875,24.4375,231.051605,151.25
1997-01-02,10.8125,24.34375,226.317398,148.333328
1997-01-03,11.03125,24.65625,229.666,150.416672
1997-01-06,10.90625,24.6875,232.437302,151.25
1997-01-07,11.03125,24.71875,234.515701,150.0
1997-01-08,11.09375,25.3125,237.402405,149.583328
1997-01-09,11.09375,25.46875,243.9841,152.916672
1997-01-10,10.96875,25.8125,246.408905,150.833328
1997-01-13,11.3125,25.71875,249.872894,157.083328
1997-01-14,11.5,26.65625,256.570099,161.666672
1997-01-15,11.59375,26.28125,255.415405,159.166672
1997-01-16,11.5625,26.40625,256.570099,160.416672
1997-01-17,11.625,26.5625,256.45459,168.75
1997-01-20,11.5625,26.6875,254.838104,173.333328
1997-01-21,11.65625,26.6875,256.223694,170.833328
1997-01-22,11.6875,27.40625,259.918701,178.75
1997-01-23,11.53125,26.75,266.384888,174.583328
1997-01-24,11.25,26.5,264.0755,170.416672
1997-01-27,11.3125,26.5,264.421906,168.333328
1997-01-28,11.4375,26.21875,266.1539,169.583328
1997-01-29,11.59375,26.875,270.292786,170.0
1997-01-30,12.0,27.0,271.004303,175.0
1997-01-31,11.90625,27.03125,276.222809,174.583328
1997-02-03,11.9375,27.5,277.171692,181.666672
1997-02-04,12.03125,27.84375,275.155396,181.666672
1997-02-05,11.875,27.59375,277.171692,177.916672
1997-02-06,11.9375,27.8125,273.613586,177.083328
1997-02-07,12.1875,28.40625,277.2901,175.0
1997-02-10,12.21875,28.0625,279.54361,172.916672
1997-02-11,12.21875,28.34375,279.069305,175.833328
1997-02-12,12.4375,28.8125,279.42511,185.0
1997-02-13,12.84375,29.4375,284.050598,188.75
1997-02-14,12.8125,29.9375,288.438812,185.0
1997-02-18,12.90625,30.59375,267.802094,194.166672
1997-02-19,12.9375,30.625,263.53241,191.25
1997-02-20,12.65625,30.4375,267.209106,183.333328
1997-02-21,12.53125,30.0625,267.683411,182.5
1997-02-24,12.71875,30.53125,259.974304,185.833328
1997-02-25,13.0,31.0,266.141693,192.5
1997-02-26,12.875,30.96875,267.327789,185.0
1997-02-27,12.625,30.625,267.327789,177.5
1997-02-28,12.4375,30.0,263.058014,178.75
1997-03-03,12.59375,30.8125,259.5,182.083328
1997-03-04,12.65625,31.125,263.295197,175.416672
1997-03-05,12.71875,30.9375,262.939514,182.083328
1997-03-06,12.78125,31.0,263.41391,182.083328
1997-03-07,13.0,31.6875,264.24411,185.0
1997-03-10,13.25,32.5,263.769806,188.75
1997-03-11,13.125,31.875,267.446289,187.083328
1997-03-12,12.90625,31.375,264.955597,182.083328
1997-03-13,12.40625,29.875,265.548706,176.25
1997-03-14,12.59375,29.4375,262.939514,177.5
1997-03-17,12.34375,29.5,260.923187,172.916672
1997-03-18,12.1875,28.875,260.3302,175.416672
1997-03-19,12.1875,29.4375,255.348907,173.75
1997-03-20,12.3125,29.0,244.912003,168.333328
1997-03-21,12.46875,29.3125,243.014404,169.166672
1997-03-24,12.78125,30.8125,234.9496,177.5
1997-03-25,12.625,30.5,241.116806,179.166672
1997-03-26,12.4375,29.875,244.437607,174.166672
1997-03-27,11.96875,28.9375,242.184097,169.583328
1997-03-31,11.5625,27.75,235.785797,160.0
1997-04-01,11.8125,28.0625,240.286499,166.25
1997-04-02,11.46875,27.9375,239.337906,157.5
1997-04-03,11.4375,27.75,240.168106,161.25
1997-04-04,11.59375,27.9375,244.081696,160.0
1997-04-07,11.78125,28.125,249.774796,163.333328
1997-04-08,12.0625,29.3125,252.502594,164.166672
1997-04-09,11.8125,28.625,252.502594,164.166672
1997-04-10,11.65625,28.875,249.300201,163.333328
1997-04-11,11.1875,27.75,245.860901,154.583328
1997-04-14,11.3125,27.8125,244.318893,161.25
1997-04-15,11.53125,28.0,243.251495,167.5
1997-04-16,11.53125,27.75,240.879593,170.0
1997-04-17,11.84375,27.875,239.100494,167.083328
1997-04-18,11.625,27.875,239.574997,166.666672
1997-04-21,11.53125,27.6875,243.963303,161.25
1997-04-22,11.84375,28.4375,245.505005,167.083328
1997-04-23,11.71875,28.375,251.0793,166.666672
1997-04-24,11.6875,28.4375,262.702087,163.75
1997-04-25,11.6875,28.625,258.195404,162.916672
1997-04-28,11.84375,28.875,264.837097,167.5
1997-04-29,12.28125,29.9375,275.5112,183.333328
1997-04-30,12.46875,30.1875,272.309113,185.0
1997-05-01,12.53125,30.1875,272.309113,180.0
1997-05-02,12.75,31.375,271.59729,182.083328
1997-05-05,12.875,31.3125,264.421906,187.916672
1997-05-06,13.09375,31.4375,282.627289,189.583328
1997-05-07,12.65625,29.8125,284.406189,181.25
1997-05-08,13.0,29.625,286.778412,186.25
1997-05-09,13.1875,30.125,297.689697,183.333328
1997-05-12,13.375,30.5,297.215302,185.416672
1997-05-13,13.25,30.25,297.096588,187.083328
1997-05-14,13.5,30.625,297.333801,187.916672
1997-05-15,13.40625,30.75,300.180298,186.666672
1997-05-16,13.125,30.1875,304.805695,184.166672
1997-05-19,13.1875,29.6875,287.400085,185.833328
1997-05-20,13.40625,30.0625,285.829498,192.083328
1997-05-21,13.0,29.25,280.010101,186.25
1997-05-22,13.03125,29.25,279.086395,185.0
1997-05-23,13.25,29.5,286.014496,188.333328
1997-05-27,13.125,28.9375,293.519897,186.666672
1997-05-28,13.09375,28.875,290.402191,185.416672
1997-05-29,13.0625,29.0,281.280304,182.083328
1997-05-30,13.375,29.4375,274.121185,183.333328
1997-06-02,13.3125,29.3125,262.11261,182.916672
1997-06-03,13.3125,29.9375,268.232391,185.833328
1997-06-04,13.40625,29.8125,277.527496,184.166672
1997-06-05,13.5,30.875,268.001404,187.083328
1997-06-06,13.75,31.625,271.81189,192.916672
1997-06-09,13.75,31.9375,279.779205,195.0
1997-06-10,13.8125,32.4375,282.20401,200.0
1997-06-11,13.90625,32.875,283.358704,203.333328
1997-06-12,14.28125,33.25,283.936005,209.583328
1997-06-13,14.5,33.6875,288.439301,212.083328
1997-06-16,14.375,34.25,280.010101,208.333328
1997-06-17,14.46875,34.3125,275.968689,212.083328
1997-06-18,14.59375,33.875,275.045013,215.416672
1997-06-19,14.71875,34.625,277.354309,215.833328
1997-06-20,14.5625,34.5,268.694214,220.0
1997-06-23,14.34375,33.375,269.964386,211.666672
1997-06-24,14.53125,34.15625,270.310791,214.583328
